Köteg,Köteg neve,Függőség,Deliverable ID,Asset ID,Szerep,Modul,Egység,Típus,Altípus,Produkciós mód,Státusz,Kapuk,Szín-függés,Pilot,Cím,Forrásfájl
B2,BATCH 2 — HANG-ZÁR UTÁN,R3 — narrátor-hang lock,M4.1-NAR-03::TRANSCRIPT,M4.1-NAR-03,leirat,M4,M4.1,voiceover,narration,legyártandó,produkciós szabályra vár,R3,nincs kimondva,,Jelenet 1 narráció – „Jegyzetbe bújó madrich” — leirat,02 Tervezet/Modulok/M4/Online leckék/M4.1 – Mit üzen a testem – Nonverbális kiállás.md
B2,BATCH 2 — HANG-ZÁR UTÁN,R3 — narrátor-hang lock,M4.1-NAR-04,M4.1-NAR-04,elsődleges,M4,M4.1,voiceover,narration,legyártandó,produkciós szabályra vár,R3,nincs kimondva,,Jelenet 2 narráció – „Ideges topogó madrich”,02 Tervezet/Modulok/M4/Online leckék/M4.1 – Mit üzen a testem – Nonverbális kiállás.md
B2,BATCH 2 — HANG-ZÁR UTÁN,R3 — narrátor-hang lock,M4.1-NAR-04::CAPTIONS,M4.1-NAR-04,felirat,M4,M4.1,voiceover,narration,legyártandó,produkciós szabályra vár,R3,nincs kimondva,,Jelenet 2 narráció – „Ideges topogó madrich” — felirat,02 Tervezet/Modulok/M4/Online leckék/M4.1 – Mit üzen a testem – Nonverbális kiállás.md
B2,BATCH 2 — HANG-ZÁR UTÁN,R3 — narrátor-hang lock,M4.1-NAR-04::TRANSCRIPT,M4.1-NAR-04,leirat,M4,M4.1,voiceover,narration,legyártandó,produkciós szabályra vár,R3,nincs kimondva,,Jelenet 2 narráció – „Ideges topogó madrich” — leirat,02 Tervezet/Modulok/M4/Online leckék/M4.1 – Mit üzen a testem – Nonverbális kiállás.md
B2,BATCH 2 — HANG-ZÁR UTÁN,R3 — narrátor-hang lock,M4.1-NAR-05,M4.1-NAR-05,elsődleges,M4,M4.1,voiceover,narration,legyártandó,produkciós szabályra vár,R3,nincs kimondva,,"Jelenet 3 narráció – „Nyitott, stabil madrich”",02 Tervezet/Modulok/M4/Online leckék/M4.1 – Mit üzen a testem – Nonverbális kiállás.md
B2,BATCH 2 — HANG-ZÁR UTÁN,R3 — narrátor-hang lock,M4.1-NAR-05::CAPTIONS,M4.1-NAR-05,felirat,M4,M4.1,voiceover,narration,legyártandó,produkciós szabályra vár,R3,nincs kimondva,,"Jelenet 3 narráció – „Nyitott, stabil madrich” — felirat",02 Tervezet/Modulok/M4/Online leckék/M4.1 – Mit üzen a testem – Nonverbális kiállás.md
B2,BATCH 2 — HANG-ZÁR UTÁN,R3 — narrátor-hang lock,M4.1-NAR-05::TRANSCRIPT,M4.1-NAR-05,leirat,M4,M4.1,voiceover,narration,legyártandó,produkciós szabályra vár,R3,nincs kimondva,,"Jelenet 3 narráció – „Nyitott, stabil madrich” — leirat",02 Tervezet/Modulok/M4/Online leckék/M4.1 – Mit üzen a testem – Nonverbális kiállás.md
B2,BATCH 2 — HANG-ZÁR UTÁN,R3 — narrátor-hang lock,M4.1-NAR-06,M4.1-NAR-06,elsődleges,M4,M4.1,voiceover,narration,legyártandó,produkciós szabályra vár,R3,nincs kimondva,,SLIDE 4 közös bevezető narráció – „Mi a különbség?”,02 Tervezet/Modulok/M4/Online leckék/M4.1 – Mit üzen a testem – Nonverbális kiállás.md
B2,BATCH 2 — HANG-ZÁR UTÁN,R3 — narrátor-hang lock,M4.1-NAR-06::CAPTIONS,M4.1-NAR-06,felirat,M4,M4.1,voiceover,narration,legyártandó,produkciós szabályra vár,R3,nincs kimondva,,SLIDE 4 közös bevezető narráció – „Mi a különbség?” — felirat,02 Tervezet/Modulok/M4/Online leckék/M4.1 – Mit üzen a testem – Nonverbális kiállás.md
B2,BATCH 2 — HANG-ZÁR UTÁN,R3 — narrátor-hang lock,M4.1-NAR-06::TRANSCRIPT,M4.1-NAR-06,leirat,M4,M4.1,voiceover,narration,legyártandó,produkciós szabályra vár,R3,nincs kimondva,,SLIDE 4 közös bevezető narráció – „Mi a különbség?” — leirat,02 Tervezet/Modulok/M4/Online leckék/M4.1 – Mit üzen a testem – Nonverbális kiállás.md
B2,BATCH 2 — HANG-ZÁR UTÁN,R3 — narrátor-hang lock,M4.1-NAR-07,M4.1-NAR-07,elsődleges,M4,M4.1,voiceover,narration,legyártandó,produkciós szabályra vár,R3,nincs kimondva,,SLIDE 6 outro narráció – „Mire figyelek legközelebb?”,02 Tervezet/Modulok/M4/Online leckék/M4.1 – Mit üzen a testem – Nonverbális kiállás.md
B2,BATCH 2 — HANG-ZÁR UTÁN,R3 — narrátor-hang lock,M4.1-NAR-07::CAPTIONS,M4.1-NAR-07,felirat,M4,M4.1,voiceover,narration,legyártandó,produkciós szabályra vár,R3,nincs kimondva,,SLIDE 6 outro narráció – „Mire figyelek legközelebb?” — felirat,02 Tervezet/Modulok/M4/Online leckék/M4.1 – Mit üzen a testem – Nonverbális kiállás.md
B2,BATCH 2 — HANG-ZÁR UTÁN,R3 — narrátor-hang lock,M4.1-NAR-07::TRANSCRIPT,M4.1-NAR-07,leirat,M4,M4.1,voiceover,narration,legyártandó,produkciós szabályra vár,R3,nincs kimondva,,SLIDE 6 outro narráció – „Mire figyelek legközelebb?” — leirat,02 Tervezet/Modulok/M4/Online leckék/M4.1 – Mit üzen a testem – Nonverbális kiállás.md
B2,BATCH 2 — HANG-ZÁR UTÁN,R3 — narrátor-hang lock,M4.2-NAR-01,M4.2-NAR-01,elsődleges,M4,M4.2,voiceover,narration,legyártandó,produkciós szabályra vár,R3,nincs kimondva,,Slide 1 narráció – „Mit mondanál elsőre?”,02 Tervezet/Modulok/M4/Online leckék/M4.2 – Aktív hallgatás & visszatükrözés.md
B2,BATCH 2 — HANG-ZÁR UTÁN,R3 — narrátor-hang lock,M4.2-NAR-01::CAPTIONS,M4.2-NAR-01,felirat,M4,M4.2,voiceover,narration,legyártandó,produkciós szabályra vár,R3,nincs kimondva,,Slide 1 narráció – „Mit mondanál elsőre?” — felirat,02 Tervezet/Modulok/M4/Online leckék/M4.2 – Aktív hallgatás & visszatükrözés.md
B2,BATCH 2 — HANG-ZÁR UTÁN,R3 — narrátor-hang lock,M4.2-NAR-01::TRANSCRIPT,M4.2-NAR-01,leirat,M4,M4.2,voiceover,narration,legyártandó,produkciós szabályra vár,R3,nincs kimondva,,Slide 1 narráció – „Mit mondanál elsőre?” — leirat,02 Tervezet/Modulok/M4/Online leckék/M4.2 – Aktív hallgatás & visszatükrözés.md
B2,BATCH 2 — HANG-ZÁR UTÁN,R3 — narrátor-hang lock,M4.2-NAR-02,M4.2-NAR-02,elsődleges,M4,M4.2,voiceover,narration,legyártandó,produkciós szabályra vár,R3,nincs kimondva,,Slide 2 narráció – aktív hallgatás és visszatükrözés definíciója,02 Tervezet/Modulok/M4/Online leckék/M4.2 – Aktív hallgatás & visszatükrözés.md
B2,BATCH 2 — HANG-ZÁR UTÁN,R3 — narrátor-hang lock,M4.2-NAR-02::CAPTIONS,M4.2-NAR-02,felirat,M4,M4.2,voiceover,narration,legyártandó,produkciós szabályra vár,R3,nincs kimondva,,Slide 2 narráció – aktív hallgatás és visszatükrözés definíciója — felirat,02 Tervezet/Modulok/M4/Online leckék/M4.2 – Aktív hallgatás & visszatükrözés.md
B2,BATCH 2 — HANG-ZÁR UTÁN,R3 — narrátor-hang lock,M4.2-NAR-02::TRANSCRIPT,M4.2-NAR-02,leirat,M4,M4.2,voiceover,narration,legyártandó,produkciós szabályra vár,R3,nincs kimondva,,Slide 2 narráció – aktív hallgatás és visszatükrözés definíciója — leirat,02 Tervezet/Modulok/M4/Online leckék/M4.2 – Aktív hallgatás & visszatükrözés.md
B2,BATCH 2 — HANG-ZÁR UTÁN,R3 — narrátor-hang lock,M4.2-NAR-03,M4.2-NAR-03,elsődleges,M4,M4.2,voiceover,narration,legyártandó,produkciós szabályra vár,R3,nincs kimondva,narracio,Slide 3 narráció – Dialog Cards felvezetés,02 Tervezet/Modulok/M4/Online leckék/M4.2 – Aktív hallgatás & visszatükrözés.md
B2,BATCH 2 — HANG-ZÁR UTÁN,R3 — narrátor-hang lock,M4.2-NAR-03::CAPTIONS,M4.2-NAR-03,felirat,M4,M4.2,voiceover,narration,legyártandó,produkciós szabályra vár,R3,nincs kimondva,narracio,Slide 3 narráció – Dialog Cards felvezetés — felirat,02 Tervezet/Modulok/M4/Online leckék/M4.2 – Aktív hallgatás & visszatükrözés.md
B2,BATCH 2 — HANG-ZÁR UTÁN,R3 — narrátor-hang lock,M4.2-NAR-03::TRANSCRIPT,M4.2-NAR-03,leirat,M4,M4.2,voiceover,narration,legyártandó,produkciós szabályra vár,R3,nincs kimondva,narracio,Slide 3 narráció – Dialog Cards felvezetés — leirat,02 Tervezet/Modulok/M4/Online leckék/M4.2 – Aktív hallgatás & visszatükrözés.md
B2,BATCH 2 — HANG-ZÁR UTÁN,R3 — narrátor-hang lock,M4.2-NAR-04,M4.2-NAR-04,elsődleges,M4,M4.2,voiceover,narration,legyártandó,produkciós szabályra vár,R3,nincs kimondva,,Slide 6 narráció – Outro „Mit mondok legközelebb?”,02 Tervezet/Modulok/M4/Online leckék/M4.2 – Aktív hallgatás & visszatükrözés.md
B2,BATCH 2 — HANG-ZÁR UTÁN,R3 — narrátor-hang lock,M4.2-NAR-04::CAPTIONS,M4.2-NAR-04,felirat,M4,M4.2,voiceover,narration,legyártandó,produkciós szabályra vár,R3,nincs kimondva,,Slide 6 narráció – Outro „Mit mondok legközelebb?” — felirat,02 Tervezet/Modulok/M4/Online leckék/M4.2 – Aktív hallgatás & visszatükrözés.md
B2,BATCH 2 — HANG-ZÁR UTÁN,R3 — narrátor-hang lock,M4.2-NAR-04::TRANSCRIPT,M4.2-NAR-04,leirat,M4,M4.2,voiceover,narration,legyártandó,produkciós szabályra vár,R3,nincs kimondva,,Slide 6 narráció – Outro „Mit mondok legközelebb?” — leirat,02 Tervezet/Modulok/M4/Online leckék/M4.2 – Aktív hallgatás & visszatükrözés.md
B2,BATCH 2 — HANG-ZÁR UTÁN,R3 — narrátor-hang lock,M4.3-NAR-01,M4.3-NAR-01,elsődleges,M4,M4.3,voiceover,narration,legyártandó,produkciós szabályra vár,R3,nincs kimondva,,SLIDE 1 narráció – Hook,"02 Tervezet/Modulok/M4/Online leckék/M4.3 – Kérdezési minták – nyitott, zárt, tisztázó, irányító kérdések.md"
B2,BATCH 2 — HANG-ZÁR UTÁN,R3 — narrátor-hang lock,M4.3-NAR-01::CAPTIONS,M4.3-NAR-01,felirat,M4,M4.3,voiceover,narration,legyártandó,produkciós szabályra vár,R3,nincs kimondva,,SLIDE 1 narráció – Hook — felirat,"02 Tervezet/Modulok/M4/Online leckék/M4.3 – Kérdezési minták – nyitott, zárt, tisztázó, irányító kérdések.md"
B2,BATCH 2 — HANG-ZÁR UTÁN,R3 — narrátor-hang lock,M4.3-NAR-01::TRANSCRIPT,M4.3-NAR-01,leirat,M4,M4.3,voiceover,narration,legyártandó,produkciós szabályra vár,R3,nincs kimondva,,SLIDE 1 narráció – Hook — leirat,"02 Tervezet/Modulok/M4/Online leckék/M4.3 – Kérdezési minták – nyitott, zárt, tisztázó, irányító kérdések.md"
B2,BATCH 2 — HANG-ZÁR UTÁN,R3 — narrátor-hang lock,M4.3-NAR-02,M4.3-NAR-02,elsődleges,M4,M4.3,voiceover,narration,legyártandó,produkciós szabályra vár,R3,nincs kimondva,,SLIDE 2 narráció – Négy kérdéstípus,"02 Tervezet/Modulok/M4/Online leckék/M4.3 – Kérdezési minták – nyitott, zárt, tisztázó, irányító kérdések.md"
B2,BATCH 2 — HANG-ZÁR UTÁN,R3 — narrátor-hang lock,M4.3-NAR-02::CAPTIONS,M4.3-NAR-02,felirat,M4,M4.3,voiceover,narration,legyártandó,produkciós szabályra vár,R3,nincs kimondva,,SLIDE 2 narráció – Négy kérdéstípus — felirat,"02 Tervezet/Modulok/M4/Online leckék/M4.3 – Kérdezési minták – nyitott, zárt, tisztázó, irányító kérdések.md"
B2,BATCH 2 — HANG-ZÁR UTÁN,R3 — narrátor-hang lock,M4.3-NAR-02::TRANSCRIPT,M4.3-NAR-02,leirat,M4,M4.3,voiceover,narration,legyártandó,produkciós szabályra vár,R3,nincs kimondva,,SLIDE 2 narráció – Négy kérdéstípus — leirat,"02 Tervezet/Modulok/M4/Online leckék/M4.3 – Kérdezési minták – nyitott, zárt, tisztázó, irányító kérdések.md"
B2,BATCH 2 — HANG-ZÁR UTÁN,R3 — narrátor-hang lock,M4.3-NAR-03,M4.3-NAR-03,elsődleges,M4,M4.3,voiceover,narration,legyártandó,produkciós szabályra vár,R3,nincs kimondva,,SLIDE 6 narráció – Outro/reflexió,"02 Tervezet/Modulok/M4/Online leckék/M4.3 – Kérdezési minták – nyitott, zárt, tisztázó, irányító kérdések.md"
B2,BATCH 2 — HANG-ZÁR UTÁN,R3 — narrátor-hang lock,M4.3-NAR-03::CAPTIONS,M4.3-NAR-03,felirat,M4,M4.3,voiceover,narration,legyártandó,produkciós szabályra vár,R3,nincs kimondva,,SLIDE 6 narráció – Outro/reflexió — felirat,"02 Tervezet/Modulok/M4/Online leckék/M4.3 – Kérdezési minták – nyitott, zárt, tisztázó, irányító kérdések.md"
B2,BATCH 2 — HANG-ZÁR UTÁN,R3 — narrátor-hang lock,M4.3-NAR-03::TRANSCRIPT,M4.3-NAR-03,leirat,M4,M4.3,voiceover,narration,legyártandó,produkciós szabályra vár,R3,nincs kimondva,,SLIDE 6 narráció – Outro/reflexió — leirat,"02 Tervezet/Modulok/M4/Online leckék/M4.3 – Kérdezési minták – nyitott, zárt, tisztázó, irányító kérdések.md"
B2,BATCH 2 — HANG-ZÁR UTÁN,R3 — narrátor-hang lock,M4.4-NAR-01,M4.4-NAR-01,elsődleges,M4,M4.4,voiceover,narration,legyártandó,produkciós szabályra vár,R3,nincs kimondva,,"Slide 1 narráció – „45 mp-ed van… Mit mondasz?""",02 Tervezet/Modulok/M4/Online leckék/M4.4 – 45 mp-es peula-pitch – vázlat egy konkrét kvucára.md
B2,BATCH 2 — HANG-ZÁR UTÁN,R3 — narrátor-hang lock,M4.4-NAR-01::CAPTIONS,M4.4-NAR-01,felirat,M4,M4.4,voiceover,narration,legyártandó,produkciós szabályra vár,R3,nincs kimondva,,"Slide 1 narráció – „45 mp-ed van… Mit mondasz?"" — felirat",02 Tervezet/Modulok/M4/Online leckék/M4.4 – 45 mp-es peula-pitch – vázlat egy konkrét kvucára.md
B2,BATCH 2 — HANG-ZÁR UTÁN,R3 — narrátor-hang lock,M4.4-NAR-01::TRANSCRIPT,M4.4-NAR-01,leirat,M4,M4.4,voiceover,narration,legyártandó,produkciós szabályra vár,R3,nincs kimondva,,"Slide 1 narráció – „45 mp-ed van… Mit mondasz?"" — leirat",02 Tervezet/Modulok/M4/Online leckék/M4.4 – 45 mp-es peula-pitch – vázlat egy konkrét kvucára.md
B2,BATCH 2 — HANG-ZÁR UTÁN,R3 — narrátor-hang lock,M4.4-NAR-02,M4.4-NAR-02,elsődleges,M4,M4.4,voiceover,narration,legyártandó,produkciós szabályra vár,R3,nincs kimondva,,"Slide 2 narráció – „Mi az a peula-pitch?""",02 Tervezet/Modulok/M4/Online leckék/M4.4 – 45 mp-es peula-pitch – vázlat egy konkrét kvucára.md
B2,BATCH 2 — HANG-ZÁR UTÁN,R3 — narrátor-hang lock,M4.4-NAR-02::CAPTIONS,M4.4-NAR-02,felirat,M4,M4.4,voiceover,narration,legyártandó,produkciós szabályra vár,R3,nincs kimondva,,"Slide 2 narráció – „Mi az a peula-pitch?"" — felirat",02 Tervezet/Modulok/M4/Online leckék/M4.4 – 45 mp-es peula-pitch – vázlat egy konkrét kvucára.md
B2,BATCH 2 — HANG-ZÁR UTÁN,R3 — narrátor-hang lock,M4.4-NAR-02::TRANSCRIPT,M4.4-NAR-02,leirat,M4,M4.4,voiceover,narration,legyártandó,produkciós szabályra vár,R3,nincs kimondva,,"Slide 2 narráció – „Mi az a peula-pitch?"" — leirat",02 Tervezet/Modulok/M4/Online leckék/M4.4 – 45 mp-es peula-pitch – vázlat egy konkrét kvucára.md
B2,BATCH 2 — HANG-ZÁR UTÁN,R3 — narrátor-hang lock,M4.4-NAR-03,M4.4-NAR-03,elsődleges,M4,M4.4,voiceover,narration,legyártandó,produkciós szabályra vár,R3,nincs kimondva,,Slide 3 narráció – Az 5 kérdéses pitch-sablon,02 Tervezet/Modulok/M4/Online leckék/M4.4 – 45 mp-es peula-pitch – vázlat egy konkrét kvucára.md
B2,BATCH 2 — HANG-ZÁR UTÁN,R3 — narrátor-hang lock,M4.4-NAR-03::CAPTIONS,M4.4-NAR-03,felirat,M4,M4.4,voiceover,narration,legyártandó,produkciós szabályra vár,R3,nincs kimondva,,Slide 3 narráció – Az 5 kérdéses pitch-sablon — felirat,02 Tervezet/Modulok/M4/Online leckék/M4.4 – 45 mp-es peula-pitch – vázlat egy konkrét kvucára.md
B2,BATCH 2 — HANG-ZÁR UTÁN,R3 — narrátor-hang lock,M4.4-NAR-03::TRANSCRIPT,M4.4-NAR-03,leirat,M4,M4.4,voiceover,narration,legyártandó,produkciós szabályra vár,R3,nincs kimondva,,Slide 3 narráció – Az 5 kérdéses pitch-sablon — leirat,02 Tervezet/Modulok/M4/Online leckék/M4.4 – 45 mp-es peula-pitch – vázlat egy konkrét kvucára.md
B2,BATCH 2 — HANG-ZÁR UTÁN,R3 — narrátor-hang lock,M4.4-NAR-05,M4.4-NAR-05,elsődleges,M4,M4.4,voiceover,narration,legyártandó,produkciós szabályra vár,R3,nincs kimondva,,"Slide 5 narráció – „Írd meg a saját 45 mp-es pitch-vázad""",02 Tervezet/Modulok/M4/Online leckék/M4.4 – 45 mp-es peula-pitch – vázlat egy konkrét kvucára.md
B2,BATCH 2 — HANG-ZÁR UTÁN,R3 — narrátor-hang lock,M4.4-NAR-05::CAPTIONS,M4.4-NAR-05,felirat,M4,M4.4,voiceover,narration,legyártandó,produkciós szabályra vár,R3,nincs kimondva,,"Slide 5 narráció – „Írd meg a saját 45 mp-es pitch-vázad"" — felirat",02 Tervezet/Modulok/M4/Online leckék/M4.4 – 45 mp-es peula-pitch – vázlat egy konkrét kvucára.md
B2,BATCH 2 — HANG-ZÁR UTÁN,R3 — narrátor-hang lock,M4.4-NAR-05::TRANSCRIPT,M4.4-NAR-05,leirat,M4,M4.4,voiceover,narration,legyártandó,produkciós szabályra vár,R3,nincs kimondva,,"Slide 5 narráció – „Írd meg a saját 45 mp-es pitch-vázad"" — leirat",02 Tervezet/Modulok/M4/Online leckék/M4.4 – 45 mp-es peula-pitch – vázlat egy konkrét kvucára.md
B2,BATCH 2 — HANG-ZÁR UTÁN,R3 — narrátor-hang lock,M5.1-NAR-02,M5.1-NAR-02,elsődleges,M5,M5.1,voiceover,narration,legyártandó,produkciós szabályra vár,R3,nincs kimondva,,INPUT 2 narráció – három fogalom definíciója,"02 Tervezet/Modulok/M5/Online leckék/M5.1 – Mi a nonformális nevelés – Suli, Somer, random.md"
B2,BATCH 2 — HANG-ZÁR UTÁN,R3 — narrátor-hang lock,M5.1-NAR-02::CAPTIONS,M5.1-NAR-02,felirat,M5,M5.1,voiceover,narration,legyártandó,produkciós szabályra vár,R3,nincs kimondva,,INPUT 2 narráció – három fogalom definíciója — felirat,"02 Tervezet/Modulok/M5/Online leckék/M5.1 – Mi a nonformális nevelés – Suli, Somer, random.md"
B2,BATCH 2 — HANG-ZÁR UTÁN,R3 — narrátor-hang lock,M5.1-NAR-02::TRANSCRIPT,M5.1-NAR-02,leirat,M5,M5.1,voiceover,narration,legyártandó,produkciós szabályra vár,R3,nincs kimondva,,INPUT 2 narráció – három fogalom definíciója — leirat,"02 Tervezet/Modulok/M5/Online leckék/M5.1 – Mi a nonformális nevelés – Suli, Somer, random.md"
B2,BATCH 2 — HANG-ZÁR UTÁN,R3 — narrátor-hang lock,M5.3-NAR-01,M5.3-NAR-01,elsődleges,M5,M5.3,voiceover,narration,legyártandó,produkciós szabályra vár,R3,nincs kimondva,,Opcionális narráció – három kulcsfogalom (20-30 mp),"02 Tervezet/Modulok/M5/Online leckék/M5.3 – Hogyan tanulunk tényleg – Gyakorlás, visszahívás, spacing.md"
B2,BATCH 2 — HANG-ZÁR UTÁN,R3 — narrátor-hang lock,M5.3-NAR-01::CAPTIONS,M5.3-NAR-01,felirat,M5,M5.3,voiceover,narration,legyártandó,produkciós szabályra vár,R3,nincs kimondva,,Opcionális narráció – három kulcsfogalom (20-30 mp) — felirat,"02 Tervezet/Modulok/M5/Online leckék/M5.3 – Hogyan tanulunk tényleg – Gyakorlás, visszahívás, spacing.md"
B2,BATCH 2 — HANG-ZÁR UTÁN,R3 — narrátor-hang lock,M5.3-NAR-01::TRANSCRIPT,M5.3-NAR-01,leirat,M5,M5.3,voiceover,narration,legyártandó,produkciós szabályra vár,R3,nincs kimondva,,Opcionális narráció – három kulcsfogalom (20-30 mp) — leirat,"02 Tervezet/Modulok/M5/Online leckék/M5.3 – Hogyan tanulunk tényleg – Gyakorlás, visszahívás, spacing.md"
B2,BATCH 2 — HANG-ZÁR UTÁN,R3 — narrátor-hang lock,M6.1-NAR-02,M6.1-NAR-02,elsődleges,M6,M6.1,voiceover,narration,legyártandó,produkciós szabályra vár,R3,nincs kimondva,,Narráció – SLIDE 2: 4 korosztály bemutatása,02 Tervezet/Modulok/M6/Online leckék/M6.1 – Játék-kategóriák 4 kvucára.md
B2,BATCH 2 — HANG-ZÁR UTÁN,R3 — narrátor-hang lock,M6.1-NAR-02::CAPTIONS,M6.1-NAR-02,felirat,M6,M6.1,voiceover,narration,legyártandó,produkciós szabályra vár,R3,nincs kimondva,,Narráció – SLIDE 2: 4 korosztály bemutatása — felirat,02 Tervezet/Modulok/M6/Online leckék/M6.1 – Játék-kategóriák 4 kvucára.md
B2,BATCH 2 — HANG-ZÁR UTÁN,R3 — narrátor-hang lock,M6.1-NAR-02::TRANSCRIPT,M6.1-NAR-02,leirat,M6,M6.1,voiceover,narration,legyártandó,produkciós szabályra vár,R3,nincs kimondva,,Narráció – SLIDE 2: 4 korosztály bemutatása — leirat,02 Tervezet/Modulok/M6/Online leckék/M6.1 – Játék-kategóriák 4 kvucára.md
B2,BATCH 2 — HANG-ZÁR UTÁN,R3 — narrátor-hang lock,M6.1-NAR-03,M6.1-NAR-03,elsődleges,M6,M6.1,voiceover,narration,legyártandó,produkciós szabályra vár,R3,nincs kimondva,,Narráció – SLIDE 3: 5 játék-kategória,02 Tervezet/Modulok/M6/Online leckék/M6.1 – Játék-kategóriák 4 kvucára.md
B2,BATCH 2 — HANG-ZÁR UTÁN,R3 — narrátor-hang lock,M6.1-NAR-03::CAPTIONS,M6.1-NAR-03,felirat,M6,M6.1,voiceover,narration,legyártandó,produkciós szabályra vár,R3,nincs kimondva,,Narráció – SLIDE 3: 5 játék-kategória — felirat,02 Tervezet/Modulok/M6/Online leckék/M6.1 – Játék-kategóriák 4 kvucára.md
B2,BATCH 2 — HANG-ZÁR UTÁN,R3 — narrátor-hang lock,M6.1-NAR-03::TRANSCRIPT,M6.1-NAR-03,leirat,M6,M6.1,voiceover,narration,legyártandó,produkciós szabályra vár,R3,nincs kimondva,,Narráció – SLIDE 3: 5 játék-kategória — leirat,02 Tervezet/Modulok/M6/Online leckék/M6.1 – Játék-kategóriák 4 kvucára.md
B2,BATCH 2 — HANG-ZÁR UTÁN,R3 — narrátor-hang lock,M6.1-NAR-04,M6.1-NAR-04,elsődleges,M6,M6.1,voiceover,narration,legyártandó,produkciós szabályra vár,R3,nincs kimondva,,Narráció – SLIDE 4: ismerkedős + energizer,02 Tervezet/Modulok/M6/Online leckék/M6.1 – Játék-kategóriák 4 kvucára.md
B2,BATCH 2 — HANG-ZÁR UTÁN,R3 — narrátor-hang lock,M6.1-NAR-04::CAPTIONS,M6.1-NAR-04,felirat,M6,M6.1,voiceover,narration,legyártandó,produkciós szabályra vár,R3,nincs kimondva,,Narráció – SLIDE 4: ismerkedős + energizer — felirat,02 Tervezet/Modulok/M6/Online leckék/M6.1 – Játék-kategóriák 4 kvucára.md
B2,BATCH 2 — HANG-ZÁR UTÁN,R3 — narrátor-hang lock,M6.1-NAR-04::TRANSCRIPT,M6.1-NAR-04,leirat,M6,M6.1,voiceover,narration,legyártandó,produkciós szabályra vár,R3,nincs kimondva,,Narráció – SLIDE 4: ismerkedős + energizer — leirat,02 Tervezet/Modulok/M6/Online leckék/M6.1 – Játék-kategóriák 4 kvucára.md
B2,BATCH 2 — HANG-ZÁR UTÁN,R3 — narrátor-hang lock,M6.1-NAR-05,M6.1-NAR-05,elsődleges,M6,M6.1,voiceover,narration,legyártandó,produkciós szabályra vár,R3,nincs kimondva,,Narráció – SLIDE 5: bizalom-/kontakt-játék + kockázat,02 Tervezet/Modulok/M6/Online leckék/M6.1 – Játék-kategóriák 4 kvucára.md
B2,BATCH 2 — HANG-ZÁR UTÁN,R3 — narrátor-hang lock,M6.1-NAR-05::CAPTIONS,M6.1-NAR-05,felirat,M6,M6.1,voiceover,narration,legyártandó,produkciós szabályra vár,R3,nincs kimondva,,Narráció – SLIDE 5: bizalom-/kontakt-játék + kockázat — felirat,02 Tervezet/Modulok/M6/Online leckék/M6.1 – Játék-kategóriák 4 kvucára.md
B2,BATCH 2 — HANG-ZÁR UTÁN,R3 — narrátor-hang lock,M6.1-NAR-05::TRANSCRIPT,M6.1-NAR-05,leirat,M6,M6.1,voiceover,narration,legyártandó,produkciós szabályra vár,R3,nincs kimondva,,Narráció – SLIDE 5: bizalom-/kontakt-játék + kockázat — leirat,02 Tervezet/Modulok/M6/Online leckék/M6.1 – Játék-kategóriák 4 kvucára.md
B2,BATCH 2 — HANG-ZÁR UTÁN,R3 — narrátor-hang lock,M6.1-NAR-06,M6.1-NAR-06,elsődleges,M6,M6.1,voiceover,narration,legyártandó,produkciós szabályra vár,R3,nincs kimondva,,Narráció – SLIDE 6: reflexiós vs. mély élmény,02 Tervezet/Modulok/M6/Online leckék/M6.1 – Játék-kategóriák 4 kvucára.md
B2,BATCH 2 — HANG-ZÁR UTÁN,R3 — narrátor-hang lock,M6.1-NAR-06::CAPTIONS,M6.1-NAR-06,felirat,M6,M6.1,voiceover,narration,legyártandó,produkciós szabályra vár,R3,nincs kimondva,,Narráció – SLIDE 6: reflexiós vs. mély élmény — felirat,02 Tervezet/Modulok/M6/Online leckék/M6.1 – Játék-kategóriák 4 kvucára.md
B2,BATCH 2 — HANG-ZÁR UTÁN,R3 — narrátor-hang lock,M6.1-NAR-06::TRANSCRIPT,M6.1-NAR-06,leirat,M6,M6.1,voiceover,narration,legyártandó,produkciós szabályra vár,R3,nincs kimondva,,Narráció – SLIDE 6: reflexiós vs. mély élmény — leirat,02 Tervezet/Modulok/M6/Online leckék/M6.1 – Játék-kategóriák 4 kvucára.md
B2,BATCH 2 — HANG-ZÁR UTÁN,R3 — narrátor-hang lock,M6.1-NAR-07,M6.1-NAR-07,elsődleges,M6,M6.1,voiceover,narration,legyártandó,produkciós szabályra vár,R3,nincs kimondva,,Narráció – SLIDE 8 outro (opcionális rövid videóhoz),02 Tervezet/Modulok/M6/Online leckék/M6.1 – Játék-kategóriák 4 kvucára.md
B2,BATCH 2 — HANG-ZÁR UTÁN,R3 — narrátor-hang lock,M6.1-NAR-07::CAPTIONS,M6.1-NAR-07,felirat,M6,M6.1,voiceover,narration,legyártandó,produkciós szabályra vár,R3,nincs kimondva,,Narráció – SLIDE 8 outro (opcionális rövid videóhoz) — felirat,02 Tervezet/Modulok/M6/Online leckék/M6.1 – Játék-kategóriák 4 kvucára.md
