Deliverable ID,Asset ID,Szerep,Modul,Egység,Forrásfájl,Típus,Altípus,Produkciós mód,Státusz,Készültségi akadály,Cím,Eredet,Forrásblokk,Szöveg (élő forrásból),Szöveg-hash,Blokkolók
M6.3-NAR-01::CAPTIONS,M6.3-NAR-01,felirat,M6,M6.3,"02 Tervezet/Modulok/M6/Online leckék/M6.3 – Kézműves, ami tanít is.md",voiceover,narration,legyártandó,produkciós szabályra vár,,Narráció – SLIDE 1 HOOK (35–45 mp) — felirat,AI-generált,M6.3-NAR-01-VO,"„Szia!
A peulákban sokszor van **kézműves** rész is.

Néha ez olyan, mintha csak **időt töltenénk**:
mindenki színez valamit, beszélgetünk,
közben telik az este.

Máskor viszont a kézműveskedés
**valami fontosat tanít**:
együttműködést, közösségi felelősséget,
vagy azt, hogy *mindenki hozzátesz valamit*.

Ebben a leckében azt nézzük,
hogyan tudsz tudatosan **kézműves tevékenységet választani**,
hogy ne csak szép legyen a végeredmény,
hanem **jelentése is legyen**.”",0bfa28ac73ba9e94d0da8cf08a795083216c42466f1c59cc3def7ac39ab59b91,R3
M6.3-NAR-01::TRANSCRIPT,M6.3-NAR-01,leirat,M6,M6.3,"02 Tervezet/Modulok/M6/Online leckék/M6.3 – Kézműves, ami tanít is.md",voiceover,narration,legyártandó,produkciós szabályra vár,,Narráció – SLIDE 1 HOOK (35–45 mp) — leirat,AI-generált,M6.3-NAR-01-VO,"„Szia!
A peulákban sokszor van **kézműves** rész is.

Néha ez olyan, mintha csak **időt töltenénk**:
mindenki színez valamit, beszélgetünk,
közben telik az este.

Máskor viszont a kézműveskedés
**valami fontosat tanít**:
együttműködést, közösségi felelősséget,
vagy azt, hogy *mindenki hozzátesz valamit*.

Ebben a leckében azt nézzük,
hogyan tudsz tudatosan **kézműves tevékenységet választani**,
hogy ne csak szép legyen a végeredmény,
hanem **jelentése is legyen**.”",0bfa28ac73ba9e94d0da8cf08a795083216c42466f1c59cc3def7ac39ab59b91,R3
M6.3-NAR-02,M6.3-NAR-02,elsődleges,M6,M6.3,"02 Tervezet/Modulok/M6/Online leckék/M6.3 – Kézműves, ami tanít is.md",voiceover,narration,legyártandó,produkciós szabályra vár,,Narráció – SLIDE 2 INPUT 1 (45–55 mp),AI-generált,M6.3-NAR-02-VO,"„Mielőtt kézműves feladatot hozol egy kvucának,
érdemes három egyszerű kérdést feltenni.

**Első: Mi a cél?**
Mit szeretnél, hogy tanuljanak közben?
Együttműködést?
Azt, hogy ‘mindenki hozzátesz valamit’?
Vagy valamit az identitásukról?

**Második: Kinek lehet ez nehéz?**
Valakinek gond lehet a finommotorika?
Valaki érzékeny az anyagokra, szagokra?
Van, akinek gond a költség,
ha drága alapanyagot várunk tőle?
Valakinek nehéz az instrukció **nyelve**,
vagy **szorong** attól, hogy körben elmondja,
mit jelent neki, amit készített?

**Harmadik: Milyen variációt tudok kínálni?**
Tudom-e úgy csinálni,
hogy aki nem tud vagy nem akar rajzolni,
az matricával, szavakkal, más formában kapcsolódhat?

Ezek a kérdések segítenek abban,
hogy a kézműveskedés **ne kirekesszen**,
hanem **bevonjon** mindenkit.”",6e3c681ab31a6e650d74292513010764d62ccfc405e961663044f16aff574d81,R3
M6.3-NAR-02::CAPTIONS,M6.3-NAR-02,felirat,M6,M6.3,"02 Tervezet/Modulok/M6/Online leckék/M6.3 – Kézműves, ami tanít is.md",voiceover,narration,legyártandó,produkciós szabályra vár,,Narráció – SLIDE 2 INPUT 1 (45–55 mp) — felirat,AI-generált,M6.3-NAR-02-VO,"„Mielőtt kézműves feladatot hozol egy kvucának,
érdemes három egyszerű kérdést feltenni.

**Első: Mi a cél?**
Mit szeretnél, hogy tanuljanak közben?
Együttműködést?
Azt, hogy ‘mindenki hozzátesz valamit’?
Vagy valamit az identitásukról?

**Második: Kinek lehet ez nehéz?**
Valakinek gond lehet a finommotorika?
Valaki érzékeny az anyagokra, szagokra?
Van, akinek gond a költség,
ha drága alapanyagot várunk tőle?
Valakinek nehéz az instrukció **nyelve**,
vagy **szorong** attól, hogy körben elmondja,
mit jelent neki, amit készített?

**Harmadik: Milyen variációt tudok kínálni?**
Tudom-e úgy csinálni,
hogy aki nem tud vagy nem akar rajzolni,
az matricával, szavakkal, más formában kapcsolódhat?

Ezek a kérdések segítenek abban,
hogy a kézműveskedés **ne kirekesszen**,
hanem **bevonjon** mindenkit.”",6e3c681ab31a6e650d74292513010764d62ccfc405e961663044f16aff574d81,R3
M6.3-NAR-02::TRANSCRIPT,M6.3-NAR-02,leirat,M6,M6.3,"02 Tervezet/Modulok/M6/Online leckék/M6.3 – Kézműves, ami tanít is.md",voiceover,narration,legyártandó,produkciós szabályra vár,,Narráció – SLIDE 2 INPUT 1 (45–55 mp) — leirat,AI-generált,M6.3-NAR-02-VO,"„Mielőtt kézműves feladatot hozol egy kvucának,
érdemes három egyszerű kérdést feltenni.

**Első: Mi a cél?**
Mit szeretnél, hogy tanuljanak közben?
Együttműködést?
Azt, hogy ‘mindenki hozzátesz valamit’?
Vagy valamit az identitásukról?

**Második: Kinek lehet ez nehéz?**
Valakinek gond lehet a finommotorika?
Valaki érzékeny az anyagokra, szagokra?
Van, akinek gond a költség,
ha drága alapanyagot várunk tőle?
Valakinek nehéz az instrukció **nyelve**,
vagy **szorong** attól, hogy körben elmondja,
mit jelent neki, amit készített?

**Harmadik: Milyen variációt tudok kínálni?**
Tudom-e úgy csinálni,
hogy aki nem tud vagy nem akar rajzolni,
az matricával, szavakkal, más formában kapcsolódhat?

Ezek a kérdések segítenek abban,
hogy a kézműveskedés **ne kirekesszen**,
hanem **bevonjon** mindenkit.”",6e3c681ab31a6e650d74292513010764d62ccfc405e961663044f16aff574d81,R3
M6.3-NAR-03,M6.3-NAR-03,elsődleges,M6,M6.3,"02 Tervezet/Modulok/M6/Online leckék/M6.3 – Kézműves, ami tanít is.md",voiceover,narration,legyártandó,produkciós szabályra vár,,Narráció – SLIDE 3 PÉLDA 1 Közös plakát (45–60 mp),AI-generált,M6.3-NAR-03-VO,"„Nézzünk egy konkrét példát.

A ‘Közös kvuca-plakátnál’
egy nagy lapra mindenki tesz valamit,
ami szerinte a kvucát jelképezi.

Ez taníthat **együttműködést**,
azt, hogy ‘ez a plakát mindannyiunké’.
És azt is, hogy a kvucáról szóló kép
nem egy ember fejéből jön,
hanem **sokféle nézőpontból**.

Inkluzivitás szempontból fontos,
hogy ne legyen művészeti verseny.
Ne legyen az az üzenet,
hogy ‘csak az számít, aki szépen rajzol’.

Tegyél ki matricákat, kivágott formákat,
ragasztót, színes papírt, szavakat.
Aki nem szeret rajzolni,
ragaszthat, írhat, választhat szimbólumot.

Így a foglalkozás **nem azt tanítja**,
hogy ‘nézd, ki mennyire ügyes’,
hanem azt, hogy **mindenki hozzátesz valamit**.”

💡 **Egy rövid példa a gyakorlatból:** Egy kvucában Maja, aki kerekesszékkel jár, azt javasolta, hogy a nagy lapot ne az asztalra, hanem **a falra, alacsonyabbra** tegyék ki – így ő is, meg a többiek is állva-ülve kényelmesen elérik. Az ötletét megfogadták, és a végén ő tette fel a plakát közepére a kvuca közös jelmondatát. **Itt nem „alkalmazkodni kellett hozzá”, hanem ő hozott egy ötletet, amitől az egész kvucának jobb lett** – ez az inkluzivitás java: a chanich nem akadály, hanem résztvevő, aki alakítja is a közöset.",87a74cc22c5927b4b2f29150b6936a967ff54855b15ce0d386d8bf28759b721c,R3
M6.3-NAR-03::CAPTIONS,M6.3-NAR-03,felirat,M6,M6.3,"02 Tervezet/Modulok/M6/Online leckék/M6.3 – Kézműves, ami tanít is.md",voiceover,narration,legyártandó,produkciós szabályra vár,,Narráció – SLIDE 3 PÉLDA 1 Közös plakát (45–60 mp) — felirat,AI-generált,M6.3-NAR-03-VO,"„Nézzünk egy konkrét példát.

A ‘Közös kvuca-plakátnál’
egy nagy lapra mindenki tesz valamit,
ami szerinte a kvucát jelképezi.

Ez taníthat **együttműködést**,
azt, hogy ‘ez a plakát mindannyiunké’.
És azt is, hogy a kvucáról szóló kép
nem egy ember fejéből jön,
hanem **sokféle nézőpontból**.

Inkluzivitás szempontból fontos,
hogy ne legyen művészeti verseny.
Ne legyen az az üzenet,
hogy ‘csak az számít, aki szépen rajzol’.

Tegyél ki matricákat, kivágott formákat,
ragasztót, színes papírt, szavakat.
Aki nem szeret rajzolni,
ragaszthat, írhat, választhat szimbólumot.

Így a foglalkozás **nem azt tanítja**,
hogy ‘nézd, ki mennyire ügyes’,
hanem azt, hogy **mindenki hozzátesz valamit**.”

💡 **Egy rövid példa a gyakorlatból:** Egy kvucában Maja, aki kerekesszékkel jár, azt javasolta, hogy a nagy lapot ne az asztalra, hanem **a falra, alacsonyabbra** tegyék ki – így ő is, meg a többiek is állva-ülve kényelmesen elérik. Az ötletét megfogadták, és a végén ő tette fel a plakát közepére a kvuca közös jelmondatát. **Itt nem „alkalmazkodni kellett hozzá”, hanem ő hozott egy ötletet, amitől az egész kvucának jobb lett** – ez az inkluzivitás java: a chanich nem akadály, hanem résztvevő, aki alakítja is a közöset.",87a74cc22c5927b4b2f29150b6936a967ff54855b15ce0d386d8bf28759b721c,R3
M6.3-NAR-03::TRANSCRIPT,M6.3-NAR-03,leirat,M6,M6.3,"02 Tervezet/Modulok/M6/Online leckék/M6.3 – Kézműves, ami tanít is.md",voiceover,narration,legyártandó,produkciós szabályra vár,,Narráció – SLIDE 3 PÉLDA 1 Közös plakát (45–60 mp) — leirat,AI-generált,M6.3-NAR-03-VO,"„Nézzünk egy konkrét példát.

A ‘Közös kvuca-plakátnál’
egy nagy lapra mindenki tesz valamit,
ami szerinte a kvucát jelképezi.

Ez taníthat **együttműködést**,
azt, hogy ‘ez a plakát mindannyiunké’.
És azt is, hogy a kvucáról szóló kép
nem egy ember fejéből jön,
hanem **sokféle nézőpontból**.

Inkluzivitás szempontból fontos,
hogy ne legyen művészeti verseny.
Ne legyen az az üzenet,
hogy ‘csak az számít, aki szépen rajzol’.

Tegyél ki matricákat, kivágott formákat,
ragasztót, színes papírt, szavakat.
Aki nem szeret rajzolni,
ragaszthat, írhat, választhat szimbólumot.

Így a foglalkozás **nem azt tanítja**,
hogy ‘nézd, ki mennyire ügyes’,
hanem azt, hogy **mindenki hozzátesz valamit**.”

💡 **Egy rövid példa a gyakorlatból:** Egy kvucában Maja, aki kerekesszékkel jár, azt javasolta, hogy a nagy lapot ne az asztalra, hanem **a falra, alacsonyabbra** tegyék ki – így ő is, meg a többiek is állva-ülve kényelmesen elérik. Az ötletét megfogadták, és a végén ő tette fel a plakát közepére a kvuca közös jelmondatát. **Itt nem „alkalmazkodni kellett hozzá”, hanem ő hozott egy ötletet, amitől az egész kvucának jobb lett** – ez az inkluzivitás java: a chanich nem akadály, hanem résztvevő, aki alakítja is a közöset.",87a74cc22c5927b4b2f29150b6936a967ff54855b15ce0d386d8bf28759b721c,R3
M6.3-NAR-04,M6.3-NAR-04,elsődleges,M6,M6.3,"02 Tervezet/Modulok/M6/Online leckék/M6.3 – Kézműves, ami tanít is.md",voiceover,narration,legyártandó,produkciós szabályra vár,,Narráció – SLIDE 4 PÉLDA 2 Karkötő (45–60 mp),AI-generált,M6.3-NAR-04-VO,"„A ‘Személyes szimbólum-karkötő’
egy klasszikus kézműves feladat.

Nem csak az a kérdés,
hogy ‘szép lett-e a karkötő’,
hanem hogy **mit jelentenek** az elemei.

Mit taníthat ez?
Önkifejezést: mi fontos nekem.
Identitást: milyen színek, jelek kapcsolódnak hozzám.
És megosztást: el merem-e mondani, mit raktam rá.

Inkluzivitás szempontból viszont
több dologra is figyelni kell.

Finommotorika:
a nagyon apró gyöngyöket
nem mindenki tudja kényelmesen fűzni.
Jó, ha van vastagabb zsinór, nagyobb gyöngy is.

Anyagok:
lehet valaki fémallergiás,
vagy zavarja bizonyos anyag tapintása.

Költség:
ha a kézműves feladat eredménye azon is múlik,
hogy ki milyen drága dolgot hoz otthonról,
akkor könnyen lesz belőle **státusz-verseny**.

Ezért fontosak a **variációk** is:
ha valakinek nem megy vagy nem akarja a fűzést,
készíthet helyette egy rajzos **szimbólum-kártyát**,
vagy dolgozhattok **párban**:
egyik fűz, másik segít kitalálni a jelentést.”",28466b0faa6ed157a9a62f8e97b4ed3a896911567160600d2c5b940a0969a9b2,R3
M6.3-NAR-04::CAPTIONS,M6.3-NAR-04,felirat,M6,M6.3,"02 Tervezet/Modulok/M6/Online leckék/M6.3 – Kézműves, ami tanít is.md",voiceover,narration,legyártandó,produkciós szabályra vár,,Narráció – SLIDE 4 PÉLDA 2 Karkötő (45–60 mp) — felirat,AI-generált,M6.3-NAR-04-VO,"„A ‘Személyes szimbólum-karkötő’
egy klasszikus kézműves feladat.

Nem csak az a kérdés,
hogy ‘szép lett-e a karkötő’,
hanem hogy **mit jelentenek** az elemei.

Mit taníthat ez?
Önkifejezést: mi fontos nekem.
Identitást: milyen színek, jelek kapcsolódnak hozzám.
És megosztást: el merem-e mondani, mit raktam rá.

Inkluzivitás szempontból viszont
több dologra is figyelni kell.

Finommotorika:
a nagyon apró gyöngyöket
nem mindenki tudja kényelmesen fűzni.
Jó, ha van vastagabb zsinór, nagyobb gyöngy is.

Anyagok:
lehet valaki fémallergiás,
vagy zavarja bizonyos anyag tapintása.

Költség:
ha a kézműves feladat eredménye azon is múlik,
hogy ki milyen drága dolgot hoz otthonról,
akkor könnyen lesz belőle **státusz-verseny**.

Ezért fontosak a **variációk** is:
ha valakinek nem megy vagy nem akarja a fűzést,
készíthet helyette egy rajzos **szimbólum-kártyát**,
vagy dolgozhattok **párban**:
egyik fűz, másik segít kitalálni a jelentést.”",28466b0faa6ed157a9a62f8e97b4ed3a896911567160600d2c5b940a0969a9b2,R3
M6.3-NAR-04::TRANSCRIPT,M6.3-NAR-04,leirat,M6,M6.3,"02 Tervezet/Modulok/M6/Online leckék/M6.3 – Kézműves, ami tanít is.md",voiceover,narration,legyártandó,produkciós szabályra vár,,Narráció – SLIDE 4 PÉLDA 2 Karkötő (45–60 mp) — leirat,AI-generált,M6.3-NAR-04-VO,"„A ‘Személyes szimbólum-karkötő’
egy klasszikus kézműves feladat.

Nem csak az a kérdés,
hogy ‘szép lett-e a karkötő’,
hanem hogy **mit jelentenek** az elemei.

Mit taníthat ez?
Önkifejezést: mi fontos nekem.
Identitást: milyen színek, jelek kapcsolódnak hozzám.
És megosztást: el merem-e mondani, mit raktam rá.

Inkluzivitás szempontból viszont
több dologra is figyelni kell.

Finommotorika:
a nagyon apró gyöngyöket
nem mindenki tudja kényelmesen fűzni.
Jó, ha van vastagabb zsinór, nagyobb gyöngy is.

Anyagok:
lehet valaki fémallergiás,
vagy zavarja bizonyos anyag tapintása.

Költség:
ha a kézműves feladat eredménye azon is múlik,
hogy ki milyen drága dolgot hoz otthonról,
akkor könnyen lesz belőle **státusz-verseny**.

Ezért fontosak a **variációk** is:
ha valakinek nem megy vagy nem akarja a fűzést,
készíthet helyette egy rajzos **szimbólum-kártyát**,
vagy dolgozhattok **párban**:
egyik fűz, másik segít kitalálni a jelentést.”",28466b0faa6ed157a9a62f8e97b4ed3a896911567160600d2c5b940a0969a9b2,R3
M6.3-NAR-05,M6.3-NAR-05,elsődleges,M6,M6.3,"02 Tervezet/Modulok/M6/Online leckék/M6.3 – Kézműves, ami tanít is.md",voiceover,narration,legyártandó,produkciós szabályra vár,,Narráció – SLIDE 5 PÉLDA 3 Kvuca-zászló (45–60 mp),AI-generált,M6.3-NAR-05-VO,"„A ‘Kvuca-zászló’ egy
nagyon hatékony kézműves program lehet.

Nem csak egy ‘szép tárgy’ a falon,
hanem arról szól,
hogy **kik vagyunk mi együtt**.

Tanít közös döntést:
mit teszünk rá, mit nem.
Tanít felelősséget:
amit kiteszünk, azt vállaljuk,
az reprezentál minket.

Inkluzivitásnál itt a **szimbólumokra** kell nagyon figyelni.

Milyen jeleket teszünk rá?
Nem bánt-e ez valakit a kvucából?
Nem csinálunk-e viccet valaki identitásából,
kinézetéből, hátteréből?

A zászló akkor tanít jól,
ha mindenki talál benne **saját részletet**,
és senki nem érzi azt,
hogy rajta röhög a kvuca.”",580012982d0f2dd1510164d813e999d0b65d02c0bc40dbbb312ed5c1e89a0bda,R3
M6.3-NAR-05::CAPTIONS,M6.3-NAR-05,felirat,M6,M6.3,"02 Tervezet/Modulok/M6/Online leckék/M6.3 – Kézműves, ami tanít is.md",voiceover,narration,legyártandó,produkciós szabályra vár,,Narráció – SLIDE 5 PÉLDA 3 Kvuca-zászló (45–60 mp) — felirat,AI-generált,M6.3-NAR-05-VO,"„A ‘Kvuca-zászló’ egy
nagyon hatékony kézműves program lehet.

Nem csak egy ‘szép tárgy’ a falon,
hanem arról szól,
hogy **kik vagyunk mi együtt**.

Tanít közös döntést:
mit teszünk rá, mit nem.
Tanít felelősséget:
amit kiteszünk, azt vállaljuk,
az reprezentál minket.

Inkluzivitásnál itt a **szimbólumokra** kell nagyon figyelni.

Milyen jeleket teszünk rá?
Nem bánt-e ez valakit a kvucából?
Nem csinálunk-e viccet valaki identitásából,
kinézetéből, hátteréből?

A zászló akkor tanít jól,
ha mindenki talál benne **saját részletet**,
és senki nem érzi azt,
hogy rajta röhög a kvuca.”",580012982d0f2dd1510164d813e999d0b65d02c0bc40dbbb312ed5c1e89a0bda,R3
M6.3-NAR-05::TRANSCRIPT,M6.3-NAR-05,leirat,M6,M6.3,"02 Tervezet/Modulok/M6/Online leckék/M6.3 – Kézműves, ami tanít is.md",voiceover,narration,legyártandó,produkciós szabályra vár,,Narráció – SLIDE 5 PÉLDA 3 Kvuca-zászló (45–60 mp) — leirat,AI-generált,M6.3-NAR-05-VO,"„A ‘Kvuca-zászló’ egy
nagyon hatékony kézműves program lehet.

Nem csak egy ‘szép tárgy’ a falon,
hanem arról szól,
hogy **kik vagyunk mi együtt**.

Tanít közös döntést:
mit teszünk rá, mit nem.
Tanít felelősséget:
amit kiteszünk, azt vállaljuk,
az reprezentál minket.

Inkluzivitásnál itt a **szimbólumokra** kell nagyon figyelni.

Milyen jeleket teszünk rá?
Nem bánt-e ez valakit a kvucából?
Nem csinálunk-e viccet valaki identitásából,
kinézetéből, hátteréből?

A zászló akkor tanít jól,
ha mindenki talál benne **saját részletet**,
és senki nem érzi azt,
hogy rajta röhög a kvuca.”",580012982d0f2dd1510164d813e999d0b65d02c0bc40dbbb312ed5c1e89a0bda,R3
M6.3-NAR-06,M6.3-NAR-06,elsődleges,M6,M6.3,"02 Tervezet/Modulok/M6/Online leckék/M6.3 – Kézműves, ami tanít is.md",voiceover,narration,legyártandó,produkciós szabályra vár,,Narráció – SLIDE 6 ACTIVITY (30–40 mp),AI-generált,M6.3-NAR-06-VO,"„Most rajtad a sor.

Válassz ki egy kézműves feladatot
– akár a példák közül, akár egy saját ötletet –,
és nézz rá a három kérdéssel:

– Mit tanítson?
– Kinek lehet nehéz, miért?
– Hogyan tudnád variálni,
hogy senki ne maradjon ki?

A cél az, hogy a kézműveskedés
**ne csak időt töltsön**,
hanem **tudatosan tanítson** valamit
egy konkrét kvucának.”",55bfd0ed87a9011e5c30934314029b717f53fd983e15047e2f667aa813cdb475,R3
M6.3-NAR-06::CAPTIONS,M6.3-NAR-06,felirat,M6,M6.3,"02 Tervezet/Modulok/M6/Online leckék/M6.3 – Kézműves, ami tanít is.md",voiceover,narration,legyártandó,produkciós szabályra vár,,Narráció – SLIDE 6 ACTIVITY (30–40 mp) — felirat,AI-generált,M6.3-NAR-06-VO,"„Most rajtad a sor.

Válassz ki egy kézműves feladatot
– akár a példák közül, akár egy saját ötletet –,
és nézz rá a három kérdéssel:

– Mit tanítson?
– Kinek lehet nehéz, miért?
– Hogyan tudnád variálni,
hogy senki ne maradjon ki?

A cél az, hogy a kézműveskedés
**ne csak időt töltsön**,
hanem **tudatosan tanítson** valamit
egy konkrét kvucának.”",55bfd0ed87a9011e5c30934314029b717f53fd983e15047e2f667aa813cdb475,R3
M6.3-NAR-06::TRANSCRIPT,M6.3-NAR-06,leirat,M6,M6.3,"02 Tervezet/Modulok/M6/Online leckék/M6.3 – Kézműves, ami tanít is.md",voiceover,narration,legyártandó,produkciós szabályra vár,,Narráció – SLIDE 6 ACTIVITY (30–40 mp) — leirat,AI-generált,M6.3-NAR-06-VO,"„Most rajtad a sor.

Válassz ki egy kézműves feladatot
– akár a példák közül, akár egy saját ötletet –,
és nézz rá a három kérdéssel:

– Mit tanítson?
– Kinek lehet nehéz, miért?
– Hogyan tudnád variálni,
hogy senki ne maradjon ki?

A cél az, hogy a kézműveskedés
**ne csak időt töltsön**,
hanem **tudatosan tanítson** valamit
egy konkrét kvucának.”",55bfd0ed87a9011e5c30934314029b717f53fd983e15047e2f667aa813cdb475,R3
M6.4-IKO-01,M6.4-IKO-01,elsődleges,M6,M6.4,02 Tervezet/Modulok/M6/Online leckék/M6.4 – Döntési szcenáriók – mit választanál.md,icon-set,,legyártandó,produkciós szabályra vár,,Szcenárió- és feedback-szekció ikonkészlet (9 szemantikus jelölő),AI-generált,,,,R5
M6.4-IKO-01::ALTTEXT,M6.4-IKO-01,alt-szöveg,M6,M6.4,02 Tervezet/Modulok/M6/Online leckék/M6.4 – Döntési szcenáriók – mit választanál.md,icon-set,,legyártandó,produkciós szabályra vár,,Szcenárió- és feedback-szekció ikonkészlet (9 szemantikus jelölő) — alt-szöveg,AI-generált,,,,R5
M6.A-MUNK-01,M6.A-MUNK-01,elsődleges,M6,M6.A,02 Tervezet/Modulok/M6/Peulák/M6.A – Peula – Játék-labor 4 kvucára (45’).md,worksheet,,legyártandó,produkciós szabályra vár,,"Exit ticket – „1 játék, amiről játéklapot készítenél”",AI-generált,,,,R5
M6.A-MUNK-01::PRINTPDF,M6.A-MUNK-01,nyomtatható PDF,M6,M6.A,02 Tervezet/Modulok/M6/Peulák/M6.A – Peula – Játék-labor 4 kvucára (45’).md,worksheet,,legyártandó,produkciós szabályra vár,,"Exit ticket – „1 játék, amiről játéklapot készítenél” — nyomtatható PDF",AI-generált,,,,R5
M6.A-MUNK-02,M6.A-MUNK-02,elsődleges,M6,M6.A,02 Tervezet/Modulok/M6/Peulák/M6.A – Peula – Játék-labor 4 kvucára (45’).md,worksheet,,legyártandó,produkciós szabályra vár,,Képzői checklist – „Játék-labor 4 kvucára” (1 oldalas cheat-sheet),AI-generált,,,,R5
M6.A-MUNK-02::PRINTPDF,M6.A-MUNK-02,nyomtatható PDF,M6,M6.A,02 Tervezet/Modulok/M6/Peulák/M6.A – Peula – Játék-labor 4 kvucára (45’).md,worksheet,,legyártandó,produkciós szabályra vár,,Képzői checklist – „Játék-labor 4 kvucára” (1 oldalas cheat-sheet) — nyomtatható PDF,AI-generált,,,,R5
M6.A-POSZ-01,M6.A-POSZ-01,elsődleges,M6,M6.A,02 Tervezet/Modulok/M6/Peulák/M6.A – Peula – Játék-labor 4 kvucára (45’).md,poster,,legyártandó,produkciós szabályra vár,,4 kvuca-sarok korosztály-lapok (szett),AI-generált,,,,R5
M6.A-POSZ-01::PRINTPDF,M6.A-POSZ-01,nyomtatható PDF,M6,M6.A,02 Tervezet/Modulok/M6/Peulák/M6.A – Peula – Játék-labor 4 kvucára (45’).md,poster,,legyártandó,produkciós szabályra vár,,4 kvuca-sarok korosztály-lapok (szett) — nyomtatható PDF,AI-generált,,,,R5
M6.A-POSZ-02,M6.A-POSZ-02,elsődleges,M6,M6.A,02 Tervezet/Modulok/M6/Peulák/M6.A – Peula – Játék-labor 4 kvucára (45’).md,poster,,legyártandó,produkciós szabályra vár,,CÉL–KVUCA–RIZIKÓ–VARIÁCIÓ mátrix flipchart-sablon,AI-generált,,,,R5
M6.A-POSZ-02::PRINTPDF,M6.A-POSZ-02,nyomtatható PDF,M6,M6.A,02 Tervezet/Modulok/M6/Peulák/M6.A – Peula – Játék-labor 4 kvucára (45’).md,poster,,legyártandó,produkciós szabályra vár,,CÉL–KVUCA–RIZIKÓ–VARIÁCIÓ mátrix flipchart-sablon — nyomtatható PDF,AI-generált,,,,R5
M6.A-POSZ-03,M6.A-POSZ-03,elsődleges,M6,M6.A,02 Tervezet/Modulok/M6/Peulák/M6.A – Peula – Játék-labor 4 kvucára (45’).md,poster,,legyártandó,produkciós szabályra vár,,Inkluzivitás-elemző tábla-sablon (4 oszlop),AI-generált,,,,R5
M6.A-POSZ-03::PRINTPDF,M6.A-POSZ-03,nyomtatható PDF,M6,M6.A,02 Tervezet/Modulok/M6/Peulák/M6.A – Peula – Játék-labor 4 kvucára (45’).md,poster,,legyártandó,produkciós szabályra vár,,Inkluzivitás-elemző tábla-sablon (4 oszlop) — nyomtatható PDF,AI-generált,,,,R5
M6.B-MUNK-01,M6.B-MUNK-01,elsődleges,M6,M6.B,02 Tervezet/Modulok/M6/Peulák/M6.B – Peula – Játéklap workshop – saját eszköz tervezése (45’).md,worksheet,,legyártandó,produkciós szabályra vár,,Játéklap-sablon (üres kitölthető munkalap),emberi,,,,R5
M6.B-MUNK-01::PRINTPDF,M6.B-MUNK-01,nyomtatható PDF,M6,M6.B,02 Tervezet/Modulok/M6/Peulák/M6.B – Peula – Játéklap workshop – saját eszköz tervezése (45’).md,worksheet,,legyártandó,produkciós szabályra vár,,Játéklap-sablon (üres kitölthető munkalap) — nyomtatható PDF,emberi,,,,R5
M6.B-MUNK-01::EDITABLE,M6.B-MUNK-01,"szerkeszthető, kitölthető változat",M6,M6.B,02 Tervezet/Modulok/M6/Peulák/M6.B – Peula – Játéklap workshop – saját eszköz tervezése (45’).md,worksheet,,legyártandó,produkciós szabályra vár,,"Játéklap-sablon (üres kitölthető munkalap) — szerkeszthető, kitölthető változat",emberi,,,,R5
M6.B-MUNK-02,M6.B-MUNK-02,elsődleges,M6,M6.B,02 Tervezet/Modulok/M6/Peulák/M6.B – Peula – Játéklap workshop – saját eszköz tervezése (45’).md,worksheet,,legyártandó,produkciós szabályra vár,,Rubrika / minimum-checklista (értékelő lap),emberi,,,,R5
M6.B-MUNK-02::PRINTPDF,M6.B-MUNK-02,nyomtatható PDF,M6,M6.B,02 Tervezet/Modulok/M6/Peulák/M6.B – Peula – Játéklap workshop – saját eszköz tervezése (45’).md,worksheet,,legyártandó,produkciós szabályra vár,,Rubrika / minimum-checklista (értékelő lap) — nyomtatható PDF,emberi,,,,R5
M6.B-MUNK-03,M6.B-MUNK-03,elsődleges,M6,M6.B,02 Tervezet/Modulok/M6/Peulák/M6.B – Peula – Játéklap workshop – saját eszköz tervezése (45’).md,worksheet,,legyártandó,produkciós szabályra vár,,Kész minta-játéklap – JÁTÉK példa (képzői mintalap),emberi,,,,R5
M6.B-MUNK-03::PRINTPDF,M6.B-MUNK-03,nyomtatható PDF,M6,M6.B,02 Tervezet/Modulok/M6/Peulák/M6.B – Peula – Játéklap workshop – saját eszköz tervezése (45’).md,worksheet,,legyártandó,produkciós szabályra vár,,Kész minta-játéklap – JÁTÉK példa (képzői mintalap) — nyomtatható PDF,emberi,,,,R5
M6.B-MUNK-04,M6.B-MUNK-04,elsődleges,M6,M6.B,02 Tervezet/Modulok/M6/Peulák/M6.B – Peula – Játéklap workshop – saját eszköz tervezése (45’).md,worksheet,,legyártandó,produkciós szabályra vár,,Kész minta-játéklap – TÖRTÉNET példa (képzői mintalap),emberi,,,,R5
M6.B-MUNK-04::PRINTPDF,M6.B-MUNK-04,nyomtatható PDF,M6,M6.B,02 Tervezet/Modulok/M6/Peulák/M6.B – Peula – Játéklap workshop – saját eszköz tervezése (45’).md,worksheet,,legyártandó,produkciós szabályra vár,,Kész minta-játéklap – TÖRTÉNET példa (képzői mintalap) — nyomtatható PDF,emberi,,,,R5
