old_id,old_type,old_file,old_category,old_generate_state,v2_asset_id,v2_deliverable_id,status,reason
M6.2-LEI-02,leirat-transzkript,"Modulok/M6/Online leckék/M6.2 – Történet, mint tükör.md",szöveges-ekvivalens,produce,M6.2-NAR-02,M6.2-NAR-02::TRANSCRIPT,DERIVED_NOW,"a v2-ben a(z) M6.2-NAR-02 `transcript` derivatívája, a szövegét a forrásblokk adja"
M6.2-LEI-03,leirat-transzkript,"Modulok/M6/Online leckék/M6.2 – Történet, mint tükör.md",szöveges-ekvivalens,produce,M6.2-VID-02,M6.2-VID-02::TRANSCRIPT,DERIVED_NOW,"a v2-ben a(z) M6.2-VID-02 `transcript` derivatívája, a szövegét a forrásblokk adja"
M6.2-LEI-04,leirat-transzkript,"Modulok/M6/Online leckék/M6.2 – Történet, mint tükör.md",szöveges-ekvivalens,produce,M6.2-NAR-04,M6.2-NAR-04::TRANSCRIPT,DERIVED_NOW,"a v2-ben a(z) M6.2-NAR-04 `transcript` derivatívája, a szövegét a forrásblokk adja"
M6.2-LEI-05,leirat-transzkript,"Modulok/M6/Online leckék/M6.2 – Történet, mint tükör.md",szöveges-ekvivalens,produce,M6.2-NAR-05,M6.2-NAR-05::TRANSCRIPT,DERIVED_NOW,"a v2-ben a(z) M6.2-NAR-05 `transcript` derivatívája, a szövegét a forrásblokk adja"
M6.2-LEI-06,leirat-transzkript,"Modulok/M6/Online leckék/M6.2 – Történet, mint tükör.md",szöveges-ekvivalens,produce,M6.2-NAR-06,M6.2-NAR-06::TRANSCRIPT,DERIVED_NOW,"a v2-ben a(z) M6.2-NAR-06 `transcript` derivatívája, a szövegét a forrásblokk adja"
M6.2-LEI-07,leirat-transzkript,"Modulok/M6/Online leckék/M6.2 – Történet, mint tükör.md",szöveges-ekvivalens,produce,M6.2-NAR-07,M6.2-NAR-07::TRANSCRIPT,DERIVED_NOW,"a v2-ben a(z) M6.2-NAR-07 `transcript` derivatívája, a szövegét a forrásblokk adja"
M6.2-NAR-01,narráció,"Modulok/M6/Online leckék/M6.2 – Történet, mint tükör.md",digitális-generálandó,produce,M6.2-VID-01,M6.2-VID-01::VOICEOVER,DERIVED_NOW,"a v2-ben a(z) M6.2-VID-01 `voiceover` derivatívája, a szövegét a forrásblokk adja"
M6.2-NAR-02,narráció,"Modulok/M6/Online leckék/M6.2 – Történet, mint tükör.md",digitális-generálandó,produce,M6.2-NAR-02,M6.2-NAR-02,PRESERVED,azonos azonosítójú szemantikus asset a jelenlegi forrásban
M6.2-NAR-03,narráció,"Modulok/M6/Online leckék/M6.2 – Történet, mint tükör.md",digitális-generálandó,produce,M6.2-VID-02,M6.2-VID-02::VOICEOVER,DERIVED_NOW,"a v2-ben a(z) M6.2-VID-02 `voiceover` derivatívája, a szövegét a forrásblokk adja"
M6.2-NAR-04,narráció,"Modulok/M6/Online leckék/M6.2 – Történet, mint tükör.md",digitális-generálandó,produce,M6.2-NAR-04,M6.2-NAR-04,PRESERVED,azonos azonosítójú szemantikus asset a jelenlegi forrásban
M6.2-NAR-05,narráció,"Modulok/M6/Online leckék/M6.2 – Történet, mint tükör.md",digitális-generálandó,produce,M6.2-NAR-05,M6.2-NAR-05,PRESERVED,azonos azonosítójú szemantikus asset a jelenlegi forrásban
M6.2-NAR-06,narráció,"Modulok/M6/Online leckék/M6.2 – Történet, mint tükör.md",digitális-generálandó,produce,M6.2-NAR-06,M6.2-NAR-06,PRESERVED,azonos azonosítójú szemantikus asset a jelenlegi forrásban
M6.2-NAR-07,narráció,"Modulok/M6/Online leckék/M6.2 – Történet, mint tükör.md",digitális-generálandó,produce,M6.2-NAR-07,M6.2-NAR-07,PRESERVED,azonos azonosítójú szemantikus asset a jelenlegi forrásban
M6.2-VID-01,beszélőfej-videó,"Modulok/M6/Online leckék/M6.2 – Történet, mint tükör.md",digitális-generálandó,produce,M6.2-VID-01,M6.2-VID-01,PRESERVED,azonos azonosítójú szemantikus asset a jelenlegi forrásban
M6.2-VID-02,beszélőfej-videó,"Modulok/M6/Online leckék/M6.2 – Történet, mint tükör.md",digitális-generálandó,produce,M6.2-VID-02,M6.2-VID-02,PRESERVED,azonos azonosítójú szemantikus asset a jelenlegi forrásban
M6.3-ALT-01,alt-szöveg,"Modulok/M6/Online leckék/M6.3 – Kézműves, ami tanít is.md",szöveges-ekvivalens,produce,M6.3-FOTO-01,M6.3-FOTO-01::ALTTEXT,DERIVED_NOW,"a v2-ben a(z) M6.3-FOTO-01 `alt-text` derivatívája, a szövegét a forrásblokk adja"
M6.3-ALT-02,alt-szöveg,"Modulok/M6/Online leckék/M6.3 – Kézműves, ami tanít is.md",szöveges-ekvivalens,produce,M6.3-FOTO-02,,REUSE,a szülő asset újrahasznosítás: M6.3-FOTO-02 → M6.3-FOTO-03
M6.3-ALT-03,alt-szöveg,"Modulok/M6/Online leckék/M6.3 – Kézműves, ami tanít is.md",szöveges-ekvivalens,produce,M6.3-DIA-01,M6.3-DIA-01::ALTTEXT,DERIVED_NOW,"a v2-ben a(z) M6.3-DIA-01 `alt-text` derivatívája, a szövegét a forrásblokk adja"
M6.3-ALT-04,alt-szöveg,"Modulok/M6/Online leckék/M6.3 – Kézműves, ami tanít is.md",szöveges-ekvivalens,produce,M6.3-FOTO-03,M6.3-FOTO-03::ALTTEXT,DERIVED_NOW,"a v2-ben a(z) M6.3-FOTO-03 `alt-text` derivatívája, a szövegét a forrásblokk adja"
M6.3-ALT-05,alt-szöveg,"Modulok/M6/Online leckék/M6.3 – Kézműves, ami tanít is.md",szöveges-ekvivalens,produce,M6.3-FOTO-04,M6.3-FOTO-04::ALTTEXT,DERIVED_NOW,"a v2-ben a(z) M6.3-FOTO-04 `alt-text` derivatívája, a szövegét a forrásblokk adja"
M6.3-ALT-06,alt-szöveg,"Modulok/M6/Online leckék/M6.3 – Kézműves, ami tanít is.md",szöveges-ekvivalens,produce,M6.3-FOTO-05,M6.3-FOTO-05::ALTTEXT,DERIVED_NOW,"a v2-ben a(z) M6.3-FOTO-05 `alt-text` derivatívája, a szövegét a forrásblokk adja"
M6.3-DIA-01,animált-diagram,"Modulok/M6/Online leckék/M6.3 – Kézműves, ami tanít is.md",digitális-generálandó,produce,M6.3-DIA-01,M6.3-DIA-01,PRESERVED,azonos azonosítójú szemantikus asset a jelenlegi forrásban
M6.3-FEL-01,felirat,"Modulok/M6/Online leckék/M6.3 – Kézműves, ami tanít is.md",szöveges-ekvivalens,produce,M6.3-NAR-01,M6.3-NAR-01::CAPTIONS,DERIVED_NOW,"a v2-ben a(z) M6.3-NAR-01 `captions` derivatívája, a szövegét a forrásblokk adja"
M6.3-FEL-02,felirat,"Modulok/M6/Online leckék/M6.3 – Kézműves, ami tanít is.md",szöveges-ekvivalens,produce,M6.3-NAR-02,M6.3-NAR-02::CAPTIONS,DERIVED_NOW,"a v2-ben a(z) M6.3-NAR-02 `captions` derivatívája, a szövegét a forrásblokk adja"
M6.3-FEL-03,felirat,"Modulok/M6/Online leckék/M6.3 – Kézműves, ami tanít is.md",szöveges-ekvivalens,produce,M6.3-NAR-03,M6.3-NAR-03::CAPTIONS,DERIVED_NOW,"a v2-ben a(z) M6.3-NAR-03 `captions` derivatívája, a szövegét a forrásblokk adja"
M6.3-FEL-04,felirat,"Modulok/M6/Online leckék/M6.3 – Kézműves, ami tanít is.md",szöveges-ekvivalens,produce,M6.3-NAR-04,M6.3-NAR-04::CAPTIONS,DERIVED_NOW,"a v2-ben a(z) M6.3-NAR-04 `captions` derivatívája, a szövegét a forrásblokk adja"
M6.3-FEL-05,felirat,"Modulok/M6/Online leckék/M6.3 – Kézműves, ami tanít is.md",szöveges-ekvivalens,produce,M6.3-NAR-05,M6.3-NAR-05::CAPTIONS,DERIVED_NOW,"a v2-ben a(z) M6.3-NAR-05 `captions` derivatívája, a szövegét a forrásblokk adja"
M6.3-FEL-06,felirat,"Modulok/M6/Online leckék/M6.3 – Kézműves, ami tanít is.md",szöveges-ekvivalens,produce,M6.3-NAR-06,M6.3-NAR-06::CAPTIONS,DERIVED_NOW,"a v2-ben a(z) M6.3-NAR-06 `captions` derivatívája, a szövegét a forrásblokk adja"
M6.3-FOTO-01,illusztráció,"Modulok/M6/Online leckék/M6.3 – Kézműves, ami tanít is.md",digitális-generálandó,produce,M6.3-FOTO-01,M6.3-FOTO-01,PRESERVED,azonos azonosítójú szemantikus asset a jelenlegi forrásban
M6.3-FOTO-02,illusztráció,"Modulok/M6/Online leckék/M6.3 – Kézműves, ami tanít is.md",digitális-generálandó,dedup-tag,M6.3-FOTO-02,,REUSE,explicit újrahasznosítás: M6.3-FOTO-02 → M6.3-FOTO-03
M6.3-FOTO-03,illusztráció,"Modulok/M6/Online leckék/M6.3 – Kézműves, ami tanít is.md",digitális-generálandó,produce,M6.3-FOTO-03,M6.3-FOTO-03,PRESERVED,azonos azonosítójú szemantikus asset a jelenlegi forrásban
M6.3-FOTO-04,illusztráció,"Modulok/M6/Online leckék/M6.3 – Kézműves, ami tanít is.md",digitális-generálandó,produce,M6.3-FOTO-04,M6.3-FOTO-04,PRESERVED,azonos azonosítójú szemantikus asset a jelenlegi forrásban
M6.3-FOTO-05,illusztráció,"Modulok/M6/Online leckék/M6.3 – Kézműves, ami tanít is.md",digitális-generálandó,produce,M6.3-FOTO-05,M6.3-FOTO-05,PRESERVED,azonos azonosítójú szemantikus asset a jelenlegi forrásban
M6.3-IKO-01,ikon-készlet,"Modulok/M6/Online leckék/M6.3 – Kézműves, ami tanít is.md",digitális-generálandó,produce,M6.3-IKO-01,M6.3-IKO-01,PRESERVED,azonos azonosítójú szemantikus asset a jelenlegi forrásban
M6.3-LEI-01,leirat-transzkript,"Modulok/M6/Online leckék/M6.3 – Kézműves, ami tanít is.md",szöveges-ekvivalens,produce,M6.3-NAR-01,M6.3-NAR-01::TRANSCRIPT,DERIVED_NOW,"a v2-ben a(z) M6.3-NAR-01 `transcript` derivatívája, a szövegét a forrásblokk adja"
M6.3-LEI-02,leirat-transzkript,"Modulok/M6/Online leckék/M6.3 – Kézműves, ami tanít is.md",szöveges-ekvivalens,produce,M6.3-NAR-02,M6.3-NAR-02::TRANSCRIPT,DERIVED_NOW,"a v2-ben a(z) M6.3-NAR-02 `transcript` derivatívája, a szövegét a forrásblokk adja"
M6.3-LEI-03,leirat-transzkript,"Modulok/M6/Online leckék/M6.3 – Kézműves, ami tanít is.md",szöveges-ekvivalens,produce,M6.3-NAR-03,M6.3-NAR-03::TRANSCRIPT,DERIVED_NOW,"a v2-ben a(z) M6.3-NAR-03 `transcript` derivatívája, a szövegét a forrásblokk adja"
M6.3-LEI-04,leirat-transzkript,"Modulok/M6/Online leckék/M6.3 – Kézműves, ami tanít is.md",szöveges-ekvivalens,produce,M6.3-NAR-04,M6.3-NAR-04::TRANSCRIPT,DERIVED_NOW,"a v2-ben a(z) M6.3-NAR-04 `transcript` derivatívája, a szövegét a forrásblokk adja"
M6.3-LEI-05,leirat-transzkript,"Modulok/M6/Online leckék/M6.3 – Kézműves, ami tanít is.md",szöveges-ekvivalens,produce,M6.3-NAR-05,M6.3-NAR-05::TRANSCRIPT,DERIVED_NOW,"a v2-ben a(z) M6.3-NAR-05 `transcript` derivatívája, a szövegét a forrásblokk adja"
M6.3-LEI-06,leirat-transzkript,"Modulok/M6/Online leckék/M6.3 – Kézműves, ami tanít is.md",szöveges-ekvivalens,produce,M6.3-NAR-06,M6.3-NAR-06::TRANSCRIPT,DERIVED_NOW,"a v2-ben a(z) M6.3-NAR-06 `transcript` derivatívája, a szövegét a forrásblokk adja"
M6.3-NAR-01,narráció,"Modulok/M6/Online leckék/M6.3 – Kézműves, ami tanít is.md",digitális-generálandó,produce,M6.3-NAR-01,M6.3-NAR-01,PRESERVED,azonos azonosítójú szemantikus asset a jelenlegi forrásban
M6.3-NAR-02,narráció,"Modulok/M6/Online leckék/M6.3 – Kézműves, ami tanít is.md",digitális-generálandó,produce,M6.3-NAR-02,M6.3-NAR-02,PRESERVED,azonos azonosítójú szemantikus asset a jelenlegi forrásban
M6.3-NAR-03,narráció,"Modulok/M6/Online leckék/M6.3 – Kézműves, ami tanít is.md",digitális-generálandó,produce,M6.3-NAR-03,M6.3-NAR-03,PRESERVED,azonos azonosítójú szemantikus asset a jelenlegi forrásban
M6.3-NAR-04,narráció,"Modulok/M6/Online leckék/M6.3 – Kézműves, ami tanít is.md",digitális-generálandó,produce,M6.3-NAR-04,M6.3-NAR-04,PRESERVED,azonos azonosítójú szemantikus asset a jelenlegi forrásban
M6.3-NAR-05,narráció,"Modulok/M6/Online leckék/M6.3 – Kézműves, ami tanít is.md",digitális-generálandó,produce,M6.3-NAR-05,M6.3-NAR-05,PRESERVED,azonos azonosítójú szemantikus asset a jelenlegi forrásban
M6.3-NAR-06,narráció,"Modulok/M6/Online leckék/M6.3 – Kézműves, ami tanít is.md",digitális-generálandó,produce,M6.3-NAR-06,M6.3-NAR-06,PRESERVED,azonos azonosítójú szemantikus asset a jelenlegi forrásban
M6.4-ALT-01,alt-szöveg,Modulok/M6/Online leckék/M6.4 – Döntési szcenáriók – mit választanál.md,szöveges-ekvivalens,produce,M6.4-IKO-01,M6.4-IKO-01::ALTTEXT,DERIVED_NOW,"a v2-ben a(z) M6.4-IKO-01 `alt-text` derivatívája, a szövegét a forrásblokk adja"
M6.4-IKO-01,ikon-készlet,Modulok/M6/Online leckék/M6.4 – Döntési szcenáriók – mit választanál.md,digitális-generálandó,produce,M6.4-IKO-01,M6.4-IKO-01,PRESERVED,azonos azonosítójú szemantikus asset a jelenlegi forrásban
M6.A-MUNK-01,print-munkalap,Modulok/M6/Peulák/M6.A – Peula – Játék-labor 4 kvucára (45’).md,print-fizikai,produce,M6.A-MUNK-01,M6.A-MUNK-01,PRESERVED,azonos azonosítójú szemantikus asset a jelenlegi forrásban
M6.A-MUNK-02,print-munkalap,Modulok/M6/Peulák/M6.A – Peula – Játék-labor 4 kvucára (45’).md,print-fizikai,produce,M6.A-MUNK-02,M6.A-MUNK-02,PRESERVED,azonos azonosítójú szemantikus asset a jelenlegi forrásban
M6.A-POSZ-01,print-poszter,Modulok/M6/Peulák/M6.A – Peula – Játék-labor 4 kvucára (45’).md,print-fizikai,produce,M6.A-POSZ-01,M6.A-POSZ-01,PRESERVED,azonos azonosítójú szemantikus asset a jelenlegi forrásban
M6.A-POSZ-02,print-poszter,Modulok/M6/Peulák/M6.A – Peula – Játék-labor 4 kvucára (45’).md,print-fizikai,produce,M6.A-POSZ-02,M6.A-POSZ-02,PRESERVED,azonos azonosítójú szemantikus asset a jelenlegi forrásban
M6.A-POSZ-03,print-poszter,Modulok/M6/Peulák/M6.A – Peula – Játék-labor 4 kvucára (45’).md,print-fizikai,produce,M6.A-POSZ-03,M6.A-POSZ-03,PRESERVED,azonos azonosítójú szemantikus asset a jelenlegi forrásban
M6.B-MUNK-01,print-munkalap,Modulok/M6/Peulák/M6.B – Peula – Játéklap workshop – saját eszköz tervezése (45’).md,print-fizikai,produce,M6.B-MUNK-01,M6.B-MUNK-01,PRESERVED,azonos azonosítójú szemantikus asset a jelenlegi forrásban
M6.B-MUNK-02,print-munkalap,Modulok/M6/Peulák/M6.B – Peula – Játéklap workshop – saját eszköz tervezése (45’).md,print-fizikai,produce,M6.B-MUNK-02,M6.B-MUNK-02,PRESERVED,azonos azonosítójú szemantikus asset a jelenlegi forrásban
M6.B-MUNK-03,print-munkalap,Modulok/M6/Peulák/M6.B – Peula – Játéklap workshop – saját eszköz tervezése (45’).md,print-fizikai,produce,M6.B-MUNK-03,M6.B-MUNK-03,PRESERVED,azonos azonosítójú szemantikus asset a jelenlegi forrásban
M6.B-MUNK-04,print-munkalap,Modulok/M6/Peulák/M6.B – Peula – Játéklap workshop – saját eszköz tervezése (45’).md,print-fizikai,produce,M6.B-MUNK-04,M6.B-MUNK-04,PRESERVED,azonos azonosítójú szemantikus asset a jelenlegi forrásban
M6.B-MUNK-05,print-munkalap,Modulok/M6/Peulák/M6.B – Peula – Játéklap workshop – saját eszköz tervezése (45’).md,print-fizikai,produce,M6.B-MUNK-05,M6.B-MUNK-05,PRESERVED,azonos azonosítójú szemantikus asset a jelenlegi forrásban
M6.B-MUNK-06,print-munkalap,Modulok/M6/Peulák/M6.B – Peula – Játéklap workshop – saját eszköz tervezése (45’).md,print-fizikai,produce,M6.B-MUNK-06,M6.B-MUNK-06,PRESERVED,azonos azonosítójú szemantikus asset a jelenlegi forrásban
M6.B-POSZ-01,print-poszter,Modulok/M6/Peulák/M6.B – Peula – Játéklap workshop – saját eszköz tervezése (45’).md,print-fizikai,produce,M6.B-POSZ-01,M6.B-POSZ-01,PRESERVED,azonos azonosítójú szemantikus asset a jelenlegi forrásban
M6.F-EGY-01,egyéb,Modulok/M6/Peulák/M6.F – Felzárkóztató peula – Toolbox & játéklap (Study Lab).md,print-fizikai,produce,M6.F-EGY-01,M6.F-EGY-01,PRESERVED,azonos azonosítójú szemantikus asset a jelenlegi forrásban
M6.F-MUNK-01,print-munkalap,Modulok/M6/Peulák/M6.F – Felzárkóztató peula – Toolbox & játéklap (Study Lab).md,print-fizikai,produce,M6.F-MUNK-01,M6.F-MUNK-01,PRESERVED,azonos azonosítójú szemantikus asset a jelenlegi forrásban
M6.F-MUNK-02,print-munkalap,Modulok/M6/Peulák/M6.F – Felzárkóztató peula – Toolbox & játéklap (Study Lab).md,print-fizikai,dedup-tag,M6.F-MUNK-02,,REUSE,explicit újrahasznosítás: M6.F-MUNK-02 → M6.B-MUNK-01
M6.F-MUNK-03,print-munkalap,Modulok/M6/Peulák/M6.F – Felzárkóztató peula – Toolbox & játéklap (Study Lab).md,print-fizikai,produce,M6.F-MUNK-03,M6.F-MUNK-03,PRESERVED,azonos azonosítójú szemantikus asset a jelenlegi forrásban
M6.F-MUNK-04,print-munkalap,Modulok/M6/Peulák/M6.F – Felzárkóztató peula – Toolbox & játéklap (Study Lab).md,print-fizikai,produce,M6.F-MUNK-04,M6.F-MUNK-04,PRESERVED,azonos azonosítójú szemantikus asset a jelenlegi forrásban
M6.F-POSZ-01,print-poszter,Modulok/M6/Peulák/M6.F – Felzárkóztató peula – Toolbox & játéklap (Study Lab).md,print-fizikai,produce,M6.F-POSZ-01,M6.F-POSZ-01,PRESERVED,azonos azonosítójú szemantikus asset a jelenlegi forrásban
M6.F-POSZ-02,print-poszter,Modulok/M6/Peulák/M6.F – Felzárkóztató peula – Toolbox & játéklap (Study Lab).md,print-fizikai,produce,M6.F-POSZ-02,M6.F-POSZ-02,PRESERVED,azonos azonosítójú szemantikus asset a jelenlegi forrásban
M7-HUB-ALT-01,alt-szöveg,"Modulok/M7/M7 – Peula a papírtól a valóságig – Programírás, Zmán Kvucá & AI-támogatott tervezés.md",szöveges-ekvivalens,produce,M7-HUB-DIA-01,M7-HUB-DIA-01::ALTTEXT,DERIVED_NOW,"a v2-ben a(z) M7-HUB-DIA-01 `alt-text` derivatívája, a szövegét a forrásblokk adja"
M7-HUB-ALT-02,alt-szöveg,"Modulok/M7/M7 – Peula a papírtól a valóságig – Programírás, Zmán Kvucá & AI-támogatott tervezés.md",szöveges-ekvivalens,produce,M7-HUB-DIA-02,M7-HUB-DIA-02::ALTTEXT,DERIVED_NOW,"a v2-ben a(z) M7-HUB-DIA-02 `alt-text` derivatívája, a szövegét a forrásblokk adja"
M7-HUB-ALT-03,alt-szöveg,"Modulok/M7/M7 – Peula a papírtól a valóságig – Programírás, Zmán Kvucá & AI-támogatott tervezés.md",szöveges-ekvivalens,produce,M7-HUB-DIA-03,M7-HUB-DIA-03::ALTTEXT,DERIVED_NOW,"a v2-ben a(z) M7-HUB-DIA-03 `alt-text` derivatívája, a szövegét a forrásblokk adja"
M7-HUB-DIA-01,animált-diagram,"Modulok/M7/M7 – Peula a papírtól a valóságig – Programírás, Zmán Kvucá & AI-támogatott tervezés.md",digitális-generálandó,produce,M7-HUB-DIA-01,M7-HUB-DIA-01,PRESERVED,azonos azonosítójú szemantikus asset a jelenlegi forrásban
M7-HUB-DIA-02,animált-diagram,"Modulok/M7/M7 – Peula a papírtól a valóságig – Programírás, Zmán Kvucá & AI-támogatott tervezés.md",digitális-generálandó,produce,M7-HUB-DIA-02,M7-HUB-DIA-02,PRESERVED,azonos azonosítójú szemantikus asset a jelenlegi forrásban
M7-HUB-DIA-03,animált-diagram,"Modulok/M7/M7 – Peula a papírtól a valóságig – Programírás, Zmán Kvucá & AI-támogatott tervezés.md",digitális-generálandó,produce,M7-HUB-DIA-03,M7-HUB-DIA-03,PRESERVED,azonos azonosítójú szemantikus asset a jelenlegi forrásban
M7-MUNK-01,print-munkalap,"Modulok/M7/M7 – Peula a papírtól a valóságig – Programírás, Zmán Kvucá & AI-támogatott tervezés.md",print-fizikai,produce,M7-HUB-MUNK-01,M7-HUB-MUNK-01,CHANGED,azonosító a v2 egység-névtérre változott (M7-MUNK-01 → M7-HUB-MUNK-01)
M7.1-ALT-01,alt-szöveg,"Modulok/M7/Online leckék/M7.1 – Ez még csak vágy, nem cél – SMART nevelési cél someres módra.md",szöveges-ekvivalens,produce,M7.1-ILL-01,M7.1-ILL-01::ALTTEXT,DERIVED_NOW,"a v2-ben a(z) M7.1-ILL-01 `alt-text` derivatívája, a szövegét a forrásblokk adja"
M7.1-ALT-02,alt-szöveg,"Modulok/M7/Online leckék/M7.1 – Ez még csak vágy, nem cél – SMART nevelési cél someres módra.md",szöveges-ekvivalens,produce,M7.1-IKO-01,M7.1-IKO-01::ALTTEXT,DERIVED_NOW,"a v2-ben a(z) M7.1-IKO-01 `alt-text` derivatívája, a szövegét a forrásblokk adja"
M7.1-ALT-03,alt-szöveg,"Modulok/M7/Online leckék/M7.1 – Ez még csak vágy, nem cél – SMART nevelési cél someres módra.md",szöveges-ekvivalens,produce,M7.1-ILL-02,M7.1-ILL-02::ALTTEXT,DERIVED_NOW,"a v2-ben a(z) M7.1-ILL-02 `alt-text` derivatívája, a szövegét a forrásblokk adja"
M7.1-ALT-04,alt-szöveg,"Modulok/M7/Online leckék/M7.1 – Ez még csak vágy, nem cél – SMART nevelési cél someres módra.md",szöveges-ekvivalens,produce,M7.1-ILL-03,M7.1-ILL-03::ALTTEXT,DERIVED_NOW,"a v2-ben a(z) M7.1-ILL-03 `alt-text` derivatívája, a szövegét a forrásblokk adja"
M7.1-FEL-01,felirat,"Modulok/M7/Online leckék/M7.1 – Ez még csak vágy, nem cél – SMART nevelési cél someres módra.md",szöveges-ekvivalens,produce,M7.1-NAR-01,M7.1-NAR-01::CAPTIONS,DERIVED_NOW,"a v2-ben a(z) M7.1-NAR-01 `captions` derivatívája, a szövegét a forrásblokk adja"
M7.1-FEL-02,felirat,"Modulok/M7/Online leckék/M7.1 – Ez még csak vágy, nem cél – SMART nevelési cél someres módra.md",szöveges-ekvivalens,produce,M7.1-NAR-02,M7.1-NAR-02::CAPTIONS,DERIVED_NOW,"a v2-ben a(z) M7.1-NAR-02 `captions` derivatívája, a szövegét a forrásblokk adja"
M7.1-IKO-01,ikon-készlet,"Modulok/M7/Online leckék/M7.1 – Ez még csak vágy, nem cél – SMART nevelési cél someres módra.md",digitális-generálandó,produce,M7.1-IKO-01,M7.1-IKO-01,PRESERVED,azonos azonosítójú szemantikus asset a jelenlegi forrásban
M7.1-ILL-01,illusztráció,"Modulok/M7/Online leckék/M7.1 – Ez még csak vágy, nem cél – SMART nevelési cél someres módra.md",digitális-generálandó,produce,M7.1-ILL-01,M7.1-ILL-01,PRESERVED,azonos azonosítójú szemantikus asset a jelenlegi forrásban
M7.1-ILL-02,illusztráció,"Modulok/M7/Online leckék/M7.1 – Ez még csak vágy, nem cél – SMART nevelési cél someres módra.md",digitális-generálandó,produce,M7.1-ILL-02,M7.1-ILL-02,PRESERVED,azonos azonosítójú szemantikus asset a jelenlegi forrásban
M7.1-ILL-03,illusztráció,"Modulok/M7/Online leckék/M7.1 – Ez még csak vágy, nem cél – SMART nevelési cél someres módra.md",digitális-generálandó,produce,M7.1-ILL-03,M7.1-ILL-03,PRESERVED,azonos azonosítójú szemantikus asset a jelenlegi forrásban
M7.1-LEI-01,leirat-transzkript,"Modulok/M7/Online leckék/M7.1 – Ez még csak vágy, nem cél – SMART nevelési cél someres módra.md",szöveges-ekvivalens,produce,M7.1-NAR-01,M7.1-NAR-01::TRANSCRIPT,DERIVED_NOW,"a v2-ben a(z) M7.1-NAR-01 `transcript` derivatívája, a szövegét a forrásblokk adja"
M7.1-LEI-02,leirat-transzkript,"Modulok/M7/Online leckék/M7.1 – Ez még csak vágy, nem cél – SMART nevelési cél someres módra.md",szöveges-ekvivalens,produce,M7.1-NAR-02,M7.1-NAR-02::TRANSCRIPT,DERIVED_NOW,"a v2-ben a(z) M7.1-NAR-02 `transcript` derivatívája, a szövegét a forrásblokk adja"
M7.1-NAR-01,narráció,"Modulok/M7/Online leckék/M7.1 – Ez még csak vágy, nem cél – SMART nevelési cél someres módra.md",digitális-generálandó,produce,M7.1-NAR-01,M7.1-NAR-01,PRESERVED,azonos azonosítójú szemantikus asset a jelenlegi forrásban
M7.1-NAR-02,narráció,"Modulok/M7/Online leckék/M7.1 – Ez még csak vágy, nem cél – SMART nevelési cél someres módra.md",digitális-generálandó,produce,M7.1-NAR-02,M7.1-NAR-02,PRESERVED,azonos azonosítójú szemantikus asset a jelenlegi forrásban
M7.2-ALT-01,alt-szöveg,"Modulok/M7/Online leckék/M7.2 – Nem csak játék, hanem peula – 11 tervezési pont & AI-támogatás.md",szöveges-ekvivalens,produce,M7.2-DIA-01,M7.2-DIA-01::ALTTEXT,DERIVED_NOW,"a v2-ben a(z) M7.2-DIA-01 `alt-text` derivatívája, a szövegét a forrásblokk adja"
M7.2-ALT-02,alt-szöveg,"Modulok/M7/Online leckék/M7.2 – Nem csak játék, hanem peula – 11 tervezési pont & AI-támogatás.md",szöveges-ekvivalens,produce,M7.2-ILL-01,M7.2-ILL-01::ALTTEXT,DERIVED_NOW,"a v2-ben a(z) M7.2-ILL-01 `alt-text` derivatívája, a szövegét a forrásblokk adja"
M7.2-ALT-03,alt-szöveg,"Modulok/M7/Online leckék/M7.2 – Nem csak játék, hanem peula – 11 tervezési pont & AI-támogatás.md",szöveges-ekvivalens,produce,M7.2-IKO-01,M7.2-IKO-01::ALTTEXT,DERIVED_NOW,"a v2-ben a(z) M7.2-IKO-01 `alt-text` derivatívája, a szövegét a forrásblokk adja"
M7.2-DIA-01,animált-diagram,"Modulok/M7/Online leckék/M7.2 – Nem csak játék, hanem peula – 11 tervezési pont & AI-támogatás.md",digitális-generálandó,produce,M7.2-DIA-01,M7.2-DIA-01,PRESERVED,azonos azonosítójú szemantikus asset a jelenlegi forrásban
M7.2-FEL-01,felirat,"Modulok/M7/Online leckék/M7.2 – Nem csak játék, hanem peula – 11 tervezési pont & AI-támogatás.md",szöveges-ekvivalens,produce,M7.2-VID-01,M7.2-VID-01::CAPTIONS,DERIVED_NOW,"a v2-ben a(z) M7.2-VID-01 `captions` derivatívája, a szövegét a forrásblokk adja"
M7.2-FEL-03,felirat,"Modulok/M7/Online leckék/M7.2 – Nem csak játék, hanem peula – 11 tervezési pont & AI-támogatás.md",szöveges-ekvivalens,produce,M7.2-NAR-02,M7.2-NAR-02::CAPTIONS,DERIVED_NOW,"a v2-ben a(z) M7.2-NAR-02 `captions` derivatívája, a szövegét a forrásblokk adja"
M7.2-FEL-04,felirat,"Modulok/M7/Online leckék/M7.2 – Nem csak játék, hanem peula – 11 tervezési pont & AI-támogatás.md",szöveges-ekvivalens,produce,M7.2-NAR-03,M7.2-NAR-03::CAPTIONS,DERIVED_NOW,"a v2-ben a(z) M7.2-NAR-03 `captions` derivatívája, a szövegét a forrásblokk adja"
