ID,Modul,Egység,Fájltípus,Forrásfájl,Sor,Típus,Altípus,Produkciós mód,Státusz,Készültségi akadály,Cím,Mit kell gyártani,Miért (cél),Forrásblokk,Felmondandó / generálandó szöveg (élő forrásból),Forrás-hash,Alt-forrásblokk,Alt-szöveg (élő forrásból),A11y,Eredet,Eredet-megjegyzés,Tech-spec,Derivatívák,Deliverable-ek,Újrahasznosítás célja,Külső forrás,Blokkolók,Produkciós szabályok,Emberi döntés,Megjegyzés,Spec-hash,Régi ID-k
M0.4-IKO-01,M0,M0.4,online-lecke,02 Tervezet/Modulok/M0/Online leckék/M0.4 – Dugma ishit az online térben + bemutatkozó fórum.md,58,icon-set,,legyártandó,produkciós szabályra vár,,Online-felület ikonkészlet (chat / insta / messenger / Moodle-komment),"Egységes, lapos ikonkészlet a visszatérő online terekhez: csoportchat (Messenger/WhatsApp/Discord jellegű buborék), insta-sztori/DM, online játék / voice chat, Moodle/tanulási platform komment. Min. 4-5 ikon egy stíluscsaládban.",Vizuális konzisztencia a slide-okon át; az online terek gyors felismerhetősége a felsorolásokban és a Multi Choice opcióknál (78-81).,,,,,,"visual: informative; alt_note: a lecke előírja az alt-szöveget, de a végleges szöveget a legyártott vizuál alapján kell megírni; note: Dekoratív kísérőként aria-hidden; ahol önállóan jelentést hordoz, ott rövid alt-szöveg az adott felület nevével.",AI-generált,AI-generált,"note: SVG, egységes vonalvastagság és színpaletta, min. 64×64 px-en is olvasható; mobil-first méretezés; világos és sötét háttéren is működjön.",alt-text,"M0.4-IKO-01, M0.4-IKO-01::ALTTEXT",,,R5,"R4, R1, R5",,A márka/színvilág passzoljon a többi M0-lecke vizuáljához.,e6eea0d8c94f0299ce83a57973ff600a442137168e928d7238f97af90d91d5c2,asset: M0.4-IKO-01
M0.4-ILL-01,M0,M0.4,online-lecke,02 Tervezet/Modulok/M0/Online leckék/M0.4 – Dugma ishit az online térben + bemutatkozó fórum.md,96,illustration,,legyártandó,produkciós szabályra vár,,Hook-vizuál: a kvuca online terei a telefonon,"Mobil-first illusztráció: egy telefon képernyője, rajta a négy online érintkezési felület (csoportchat-buborékok, insta-sztori kör, privát üzenet, Moodle-komment) körbeölelve egy madrich-figurát. Hangulata: itt is jelen vagy madrichként.","Ráhangolás: vizuálisan érzékelteti, hogy az online tér ugyanúgy a madrich-szerep része; konkretizálja a négy felsorolt teret.",,,,,,"visual: informative; alt_note: a lecke előírja az alt-szöveget, de a végleges szöveget a legyártott vizuál alapján kell megírni; note: Alt-szöveg kötelező: röviden leírja a telefont és a négy online felületet (chat, insta, privát üzenet, Moodle-komment) madrich-jelenléttel. → lásd M0.4-ILL-01::ALTTEXT",AI-generált,AI-generált,"note: Álló/portré arány (9:16 vagy 4:5), mobil-first; PNG/SVG, H5P slide-háttér felett olvasható szöveggel; semleges, mozgalmi-barát stílus, nem fotorealisztikus.",alt-text,"M0.4-ILL-01, M0.4-ILL-01::ALTTEXT",,,R5,"R4, R1, R5",,"Ha az ikon-készlet (M0.4-IKO-01) elkészül, abból építkezzen a vizuál a konzisztenciáért.",13a1f2b2a54207f3e361324b639688f52b5465937becc67dc796303868f24c59,asset: M0.4-ILL-01 | alt-text: M0.4-ALT-01
M0.4-ILL-02,M0,M0.4,online-lecke,02 Tervezet/Modulok/M0/Online leckék/M0.4 – Dugma ishit az online térben + bemutatkozó fórum.md,174,illustration,,legyártandó,produkciós szabályra vár,,Online szituációk – 4 problémahelyzet jelenetképe,"Négy kis jelenet-illusztráció (vagy egy 4-paneles tabló) a négy tipikus problémahelyzetről: csoportchat-szívatás, késő esti SOS-üzenet (óra hajnali 1-et mutat), kínos insta-sztori, tiszteletlen Moodle-komment. Érzékeny, nem kifigurázó ábrázolás.","Konkretizálja a négy tipikus online helyzetet, ahol a dugma ishit kérdésessé válik; segíti a Single Choice döntést (107-116).",,,,,,"visual: informative; alt_note: a lecke előírja az alt-szöveget, de a végleges szöveget a legyártott vizuál alapján kell megírni; note: Alt-szöveg kötelező mind a 4 jelenethez (a négy helyzet rövid leírása). → lásd M0.4-ILL-02::ALTTEXT. Bántalmazás/önsértés témánál tartalmi érzékenység.",AI-generált,AI-generált,"note: 4 panel vagy 4 különálló kép, mobil-first álló arány; PNG/SVG; egységes stílus az M0.4-IKO-01 ikonkészlettel; szöveg nélkül vagy minimál felirattal (a szöveg a dián van).",alt-text,"M0.4-ILL-02, M0.4-ILL-02::ALTTEXT",,,R5,"R4, R1, R5",,"Kerülni a sztereotip vagy stigmatizáló ábrázolást, főleg a 2. (mentális nehézség) helyzetnél.",3396f056e8b7ffdea4e37976faa9cd6e8ce3fceed34f94b9e7e92c345f9364aa,asset: M0.4-ILL-02 | alt-text: M0.4-ALT-02
M0.4-ILL-03,M0,M0.4,online-lecke,02 Tervezet/Modulok/M0/Online leckék/M0.4 – Dugma ishit az online térben + bemutatkozó fórum.md,249,illustration,,legyártandó,produkciós szabályra vár,,„Dugma ishit vagy sem?” – 3 döntéshelyzet vizuál,"Három kísérő mini-vizuál a Single Choice Set három helyzetéhez (chat-szívatás, késő esti SOS-üzenet, insta-sztori), amelyek vizuálisan keretezik az A/B döntést. Semleges, hogy ne sugallja a helyes választ.","Segíti a tanulót ráérezni, mi számít dugma ishit reakciónak online; vizuális horgony a 3 helyzethez.",,,,,,"visual: informative; alt_note: a lecke előírja az alt-szöveget, de a végleges szöveget a legyártott vizuál alapján kell megírni; note: Alt-szöveg kötelező mindhárom helyzethez (a helyzet semleges leírása, a megoldás elárulása nélkül). → lásd M0.4-ILL-03::ALTTEXT",AI-generált,AI-generált,"note: 3 kép, mobil-first; PNG/SVG; konzisztens az M0.4-ILL-02 stílusával; chat-buborék mockup formátum is megfelelő.",alt-text,"M0.4-ILL-03, M0.4-ILL-03::ALTTEXT",,,R5,"R4, R1, R5",,"Nem jelölheti vizuálisan a ✅ helyes választ (143/150/157), különben elrontja a feladatot.",ab56c4aefe90ed2683d57fd57bb88c8b94aca67e50b6fbd7ec2fe2cd3fbdab6b,asset: M0.4-ILL-03 | alt-text: M0.4-ALT-03
M0.4-POSZ-01,M0,M0.4,online-lecke,02 Tervezet/Modulok/M0/Online leckék/M0.4 – Dugma ishit az online térben + bemutatkozó fórum.md,371,poster,,legyártandó,produkciós szabályra vár,,„3 egyszerű szabály online” – nyomtatható poszter/kártya,"A 3 online dugma ishit szabály nyomtatható poszter/kártya formában (madrichoknak kitehető vagy peulán használható emlékeztető). Ugyanaz a három szabály, mint a SLIDE 4 / M0.4-DIA-01.",Offline-online összhang: a kickoff-peulához (308) kapcsolódva fizikai emlékeztetőként is elérhető a 3 szabály.,,,,,,"note: Nagy kontraszt, min. 12 pt törzsszöveg; nyomtatott alt nem értelmezett, de a digitális megosztott PDF-hez tagged-PDF ajánlott.",AI-generált,AI-generált,"note: A4 és A5 (kártya) méret, CMYK, print-ready PDF; nagy kontraszt; a digitális diagram (M0.4-DIA-01) vizuális nyelvével konzisztens.",print-pdf,"M0.4-POSZ-01, M0.4-POSZ-01::PRINTPDF",,,R5,"R1, R5",,"Opcionális származtatott asset; csak ha a print-vonal igényelt. Ha nem, törölhető.",1dabae751213502907f8f63f8293b41e9328892bc3cc20a3891e1cdd4545f2aa,asset: M0.4-POSZ-01
M0.A-EGY-01,M0,M0.A,peula,02 Tervezet/Modulok/M0/Peulák/M0.A – Kickoff & ismerkedés + közös keret.md,161,other,,legyártandó,specifikáció kész,,Zárókör induló-szavainak rögzítése (képzői jegyzet a Z.A-hoz),"A zárókörben elhangzott induló-szavak/rövid mondatok (név nélkül is elég) szöveges rögzítése cetlire vagy telefonba, a stáb-dossziéba archiválva. A Z.A peula erre köt vissza („milyen szóval indultatok – és milyen szóval érkeztetek meg""). Egy egyszerű sablon/jegyzetlap (cím + üres sorok) elősegítheti a rögzítést.","Megőrzi a kvuca indulási hangulatát/szavait a Z-modul záró visszacsatolásához; a forrás kötelező dokumentációs deliverable-ként írja elő, mert utólag csak emlékezetből pótolható.",,,,,,"note: Szöveges artefaktum; ha digitálisan archiválják, kereshető szöveges formátum ajánlott.",emberi,emberi-felvétel,"note: Kézzel írt cetli / telefonos jegyzet (esetleg fél A5 jegyzetsablon: „Induló-szavak – M0.A"" cím + sorok). Digitális/papír archívum a stáb-dossziéban. Magyar nyelv.",,M0.A-EGY-01,,,,,,"Leválasztva a korábbi M0.A-FOTO-01-ről (ott a location/lineRef tévesen vegyítette a plakátfotót és a szöveges induló-szó-rögzítést). Borderline: maga a felvétel képzői akció, de a tananyag explicit deliverable-ként írja elő, ezért asetként felvéve.",8b068a174ea740e638bbce29bbce444ef64c6cbcdad9d87e06e5e925199f2752,asset: M0.A-EGY-01
M0.A-FOTO-01,M0,M0.A,peula,02 Tervezet/Modulok/M0/Peulák/M0.A – Kickoff & ismerkedés + közös keret.md,255,photo,,legyártandó,jogtisztázás alatt,,Kvuca-plakátok archív fotói (Z.A modulhoz),"A peula után a képző által készített dokumentáló fotók minden kitöltött kvuca-plakátról (Mit várok / Mitől félek / Mit hozok), archiválásra a stáb-dossziéba / digitálisan, a Z.A záró peulához. Nem AI-generált, hanem helyszíni emberi felvétel.","Megőrzi a kvuca induló várakozásait/félelmeit a Z-modul visszacsatolásához („mi valósult meg""); a tananyag-ívhez kötött dokumentációs deliverable.",,,,,,"visual: informative; alt_note: a lecke előírja az alt-szöveget, de a végleges szöveget a legyártott vizuál alapján kell megírni; note: Mivel kézírásos plakátokról készül, az archiváláshoz ajánlott rövid szöveges leirat/átirat is a kereshetőséghez.",emberi,emberi-felvétel,"note: Telefonos fotó, plakátonként 1, olvasható felbontásban; digitális archívum / stáb-dosszié. Élő helyszíni felvétel.",alt-text,"M0.A-FOTO-01, M0.A-FOTO-01::ALTTEXT",,,R8,R8,,"Képzői feladat, nem előre legyártott; a tananyag mégis kötelező deliverable-ként írja elő. A korábbi listában ide volt összevonva az induló-szavak rögzítése is – ezt M0.A-EGY-01-ként leválasztottam, mert külön artefaktum (szöveges jegyzet, nem fotó).",5cc149ee10d8f33fe64b75f515809cafbe3d118b0afe9f0c13875412a48c8259,asset: M0.A-FOTO-01
M0.A-KART-01,M0,M0.A,peula,02 Tervezet/Modulok/M0/Peulák/M0.A – Kickoff & ismerkedés + közös keret.md,96,card-set,,legyártandó,produkciós szabályra vár,,Red-flag mini-protokoll kártya a képzőnek,"Képzőnek szóló, kéznél tartható segédkártya a 4 lépéses red-flag protokollal: 1) vedd komolyan, de ne tedd reflektorfénybe; 2) adj kiutat és teret (csendes sarok / szünet); 3) tereld vissza a kört egy kész mondattal; 4) a peulán keresztül/utána lépj a felnőtthöz, NE ígérj titoktartást, még aznap jelezd a ken-vezetőnek/gyermekvédelmi felelősnek. Tartalmazza a kész „Köszönöm, hogy ezt megosztottad…"" mondatot (66) és a fallback-et, ha nem ismert a gyermekvédelmi felelős (69).","Krízishelyzetben gyorsan elérhető, improvizációt kiváltó támasz a képzőnek; biztonsági protokoll betartását segíti.",,,,,,"note: Print artefaktum; tiszta tipográfia, kiemelt kulcslépések.",vegyes,vegyes,"note: A5 / A6 kártya, egy- vagy kétoldalas, számozott lépések + kiemelt idézet-mondat; laminálható. Magyar nyelv.",print-pdf,"M0.A-KART-01, M0.A-KART-01::PRINTPDF",,,R5,"R1, R5",,,343173c4a4a41869f3c5cfea43b68f86c1cc3f8d1f05a1977cafe7b0dc26cec6,asset: M0.A-KART-01
M0.A-KART-02,M0,M0.A,peula,02 Tervezet/Modulok/M0/Peulák/M0.A – Kickoff & ismerkedés + közös keret.md,50,card-set,,legyártandó,produkciós szabályra vár,,Képzői safety-mondatok kártya,"Kis segédkártya a képzőnek 2 előkészített safety-mondattal a megosztás önkéntességéről és a kiszállás lehetőségéről: „Nem kötelező mély vagy nagyon személyes dolgot megosztani – annyit mondasz, amennyi neked most oké."" + „Ha valami nagyon betalál, nyugodtan mondhatod, hogy erről most nem szeretnél beszélni, vagy jelezhetsz, hogy beszéljünk róla később külön."". (Ugyanez a mondat visszaköszön a Blokk 2 safety keretében (139) és a checklistben (327).)","Biztosítja, hogy a képző a kritikus pillanatokban kéznél lévő, jól megfogalmazott biztonsági mondatokkal tudja kommunikálni a megosztás önkéntességét.",,,,,,"note: Print artefaktum; kiemelt, olvasható idézetek.",vegyes,vegyes,"note: A6 kártya / a red-flag kártya hátoldala, 2 kiemelt idézet-mondat. Magyar nyelv.",print-pdf,"M0.A-KART-02, M0.A-KART-02::PRINTPDF",,,R5,"R1, R5",,Összevonható M0.A-KART-01-gyel egy kétoldalas képzői segédkártyaként.,3668065443d911281ef28a71231faf8189fb41f27785b09f06d28ed5b2dfd68e,asset: M0.A-KART-02
M0.A-MUNK-01,M0,M0.A,peula,02 Tervezet/Modulok/M0/Peulák/M0.A – Kickoff & ismerkedés + közös keret.md,291,worksheet,,legyártandó,produkciós szabályra vár,,Kvuca-plakát 3 rubrikás sablon (Mit várok / Mitől félek / Mit hozok),"Nagyméretű (csomagolópapír / A1) kitölthető plakát-sablon három rubrikával/oszloppal: „Mit várok?"" (mit adjon a képzés), „Mitől félek / mi para?"" (idő, teljesítmény, „nem vagyok elég jó""), „Mit hozok / mivel járulok hozzá?"" (miben vagyok erős). Üres kitölthető felület, opcionálisan előrenyomtatott rubrika-fejlécekkel. Csoportonként 1 példány, a létszámhoz méretezve (8 fő→2, 12 fő→3, 16–20 fő→4–5 csoport, kb. 4 fő/csoport).","A résztvevők strukturáltan megfogalmazzák várakozásaikat, félelmeiket és erőforrásaikat, és látják, hogy nem egyedül vannak az érzéseikkel; vizuális keret a kiscsoportos munkához és a Z.A modulhoz való későbbi visszacsatoláshoz.",,,,,,"note: Print artefaktum; ha digitális sablonként is kiadásra kerül, a rubrikacímekhez egyértelmű kontraszt és olvasható betűméret szükséges.",vegyes,vegyes,"note: A1 / csomagolópapír, fekvő vagy álló; nyomtatott rubrika-fejlécek + kézzel kitölthető üres mező; csoportonként 1 db, min. 5 példányra méretezve (alternatíva: kézzel rajzolt sablon helyben). Magyar nyelv.",print-pdf,"M0.A-MUNK-01, M0.A-MUNK-01::PRINTPDF",,,R5,"R1, R5",,"A 6. lépés (161–162) szerint a kész plakátot a peula után le kell fotózni (lásd M0.A-FOTO-01) a Z.A záró peulához. A 2.1. eszközlista (35–36) szerint a kitöltéshez post-it/A4 + filcszett (3–4 főnként 1) is kell – ezek beszerzett eszközök, nem legyártandó asset.",8916292b5ff7fda422ce3adf22f570c9c980e7d6143c4ca3e011d450f9811e0e,asset: M0.A-MUNK-01
M0.A-MUNK-02,M0,M0.A,peula,02 Tervezet/Modulok/M0/Peulák/M0.A – Kickoff & ismerkedés + közös keret.md,506,worksheet,,legyártandó,produkciós szabályra vár,,Exit ticket cetli – 2 kérdéses sablon,"Kis méretű (kb. fél A5 / sticky note méretű) névtelen exit-ticket cetli két kérdéssel: 1) „1 dolog, amitől most jól érzed magad az első peula után""; 2) „1 dolog, amivel kapcsolatban még mindig kérdés / bizonytalanság van benned"". Kitölthető üres sorokkal; létszámnyi + tartalék példányban.",Anonim visszajelzést gyűjt a stábnak a résztvevők érkezéséről és nyitott kérdéseiről; bemenetet ad a további segítségnyújtáshoz.,,,,,,note: Print artefaktum; kérdésszöveg olvasható betűmérettel.,vegyes,vegyes,"note: Fél A5 vagy sticky note méret, 2 nyomtatott kérdés + üres írásfelület, létszám (8–20) + tartalék példányban. Magyar nyelv. (Alternatíva: sima post-it, ha nem nyomtatott – ekkor nem legyártandó.) A gyűjtő tál/doboz (38, 282) beszerzett eszköz, nem asset.",print-pdf,"M0.A-MUNK-02, M0.A-MUNK-02::PRINTPDF",,,R5,"R1, R5",,,4266ffe717071957e23c2614f7e3ce3d446ba151b90cf71fdd3813965bee1a4e,asset: M0.A-MUNK-02
M0.A-MUNK-03,M0,M0.A,peula,02 Tervezet/Modulok/M0/Peulák/M0.A – Kickoff & ismerkedés + közös keret.md,540,worksheet,,legyártandó,produkciós szabályra vár,,Moodle-belépési segédlet (papír helpdesk-kézirat),"Egyoldalas papír belépési segédlet: Moodle-belépés link/lépések, az M0-leckék megtalálása (belépés → kurzusnév → M0 szakasz), és a 3 leggyakoribb elakadás + kész megoldás: 1) jelszó-visszaállítás („elfelejtett jelszó"" / lista a stábnak), 2) M0-leckék megtalálása közös végigvezetéssel, 3) H5P nem indul / lassú net → másik böngésző/telefon, otthonról is megoldható.","Önállóan használható, lépésről-lépésre segédlet a tech helpdesk blokkhoz; csökkenti az egyéni elakadások számát a Moodle/H5P belépésnél.",,,,,,"note: Print artefaktum; ha a Moodle-link QR-kódként is szerepel, alt-szöveg/írott URL is kell mellé.",vegyes,vegyes,"note: A4, 1 oldal, számozott lépések + hibaelhárító lista; nyomtatható; néhány tartalék példány. Magyar nyelv.",print-pdf,"M0.A-MUNK-03, M0.A-MUNK-03::PRINTPDF",,,R5,"R1, R5",,"A forrás „(ha van)"" megfogalmazása opcionálissá teszi, de a 3 elakadás+megoldás konkrét tartalma legyártandó deliverable-t indokol. A blokk opcionális; nagy létszámú elakadásnál (299) kivetített/megosztott képernyős végigjárás ajánlott – az nem print-asset.",2229fd8b1f945a0fe7cbf83c5a165b15ac435597a5ae33d25f5f44bab2af9f12,asset: M0.A-MUNK-03
M0.A-POSZ-01,M0,M0.A,peula,02 Tervezet/Modulok/M0/Peulák/M0.A – Kickoff & ismerkedés + közös keret.md,372,poster,,legyártandó,produkciós szabályra vár,,"„KÖZÖS KERET"" 2 oszlopos flipchart-sablon","Nagy flipchart / poszter sablon „KÖZÖS KERET – M0 madrichképzés"" címmel, két oszloppal: bal „Mit ígér a képzés / stáb?"", jobb „Mit vállalunk mi madrichként?"". Üres, élőben kézzel kitölthető brainstorm-felület. Opcionálisan a forrás (190–199) példa-javaslatai (pl. „nem vagytok egyedül"", „érthető elvárások"" / „megjelenek a peulákon"", „végigmegyek az online modulokon"") előre a képzői jegyzetbe írhatók indító-prompthoz.","Vizuálisan megjeleníti, hogy a képzésnek átlátható, közösen kimondott kerete van; a kétoldali szerkezet kölcsönös elköteleződést (stáb ígér ↔ madrich vállal) tesz láthatóvá.",,,,,,"note: Print artefaktum; digitális kiadás esetén olvasható fejlécek, jó kontraszt szükséges.",vegyes,vegyes,"note: Flipchart / A1 papír, álló, 2 oszlop, nyomtatott cím + oszlopfejlécek, kézzel kitölthető; 1 db / peula. Magyar nyelv.",print-pdf,"M0.A-POSZ-01, M0.A-POSZ-01::PRINTPDF",,,R5,"R1, R5",,,6f8b077fae190ec6e65fec4b46ca37e6ac9dda03a75149b8eae63374463f3878,asset: M0.A-POSZ-01
M0.A-POSZ-02,M0,M0.A,peula,02 Tervezet/Modulok/M0/Peulák/M0.A – Kickoff & ismerkedés + közös keret.md,186,poster,,legyártandó,produkciós szabályra vár,,"„Kihez fordulhatok?"" támasz-térkép sablon (buborékábra)","Egyszerű buborék-/csillagdiagram sablon: középen „ÉN, mint madrich"", körülötte üres/feliratozható buborékok a szerepekkel: „mentor / képző"", „ken-vezető"", „gyermekvédelmi felelős"", „madrich-társ"", „szülőkkel kapcsolattartó"" stb. Élőben konkrét névvel kitölthető (pl. „Ági – ken-vezető""). Tartalmazzon legalább 2 mindig kitölthető szerepet (ken-vezető, képző) arra az esetre, ha nincs kijelölt mentor/gyermekvédelmi felelős (lásd 239–241).","Tudatosítja a támasz-rendszert: kik a konkrét felnőtt/stáb szereplők, akikhez a madrich fordulhat szakmai vagy lelki elakadás esetén.",,,,,,"note: Print artefaktum; ha digitális ábraként készül, alt-szöveg szükséges a központ–buborék kapcsolati struktúra leírásával.",vegyes,vegyes,"note: A1 / tábla-méretű poszter, központ + 5–7 buborék, nyomtatott szerepcímkék + üres névmező; 1 db / peula. Magyar nyelv.",print-pdf,"M0.A-POSZ-02, M0.A-POSZ-02::PRINTPDF",,,R5,"R1, R5",,,ebadb652781f86075386787bf372b1b13ee09f61985cc6918dc9628a27569d51,asset: M0.A-POSZ-02
M1-HUB-KART-01,M1,M1-HUB,hub,"02 Tervezet/Modulok/M1/M1 – Vakfolt, tükör, feedback – Önismeret & visszajelzés – Johari + SBI.md",45,card-set,,újrahasznosítás,specifikáció kész,,M1.A 'Megfigyelés vagy címkézés?' kártyaszett,"Kártyaszett a 'Megfigyelés vagy címkézés?' játékhoz: kártyánként egy-egy mondat, amit a résztvevőknek 'megfigyelés' vagy 'címke/értékelés' kategóriába kell sorolniuk (oldalválasztós játék kártyás változata). Pl. 'háromszor közbevágott' vs. 'tiszteletlen voltál' típusú mondatok.",Megfigyelés vs. címkézés megkülönböztetésének élő gyakorlása (2. kimeneti kompetencia).,,,,,,note: Fizikai print; jól olvasható betűméret.,vegyes,vegyes,"note: Nyomtatható kártyaszett (kb. 10-20 lap), magyar nyelvű mondatokkal.",,,M1.A-MUNK-01,,,,,"Újrahasznosítás indoklása (v1 dedup): Az áttekintő 'kártyaszett'-ként, a részletes 'munkalap vagy kártyák'-ként hivatkozik rá – a részletes spec maga megengedi a kártyás kivitelt. Ugyanaz a tartalom. A forrás a kártyát opcióként adja meg ('oldalválasztás / kártyák'); tartalmilag az M1.2 online-lecke mondatbankjával rokon. Részletek a M1.A peula-fájlban.",139ce1921a3a4c80631ffee40b1aaa3b859022a545b3e5854fafb4d122254789,asset: M1.A-KART-01
M1-HUB-POSZ-02,M1,M1-HUB,hub,"02 Tervezet/Modulok/M1/M1 – Vakfolt, tükör, feedback – Önismeret & visszajelzés – Johari + SBI.md",171,poster,,legyártandó,produkciós szabályra vár,,M1.F Közös fogalom-térkép sablon,Fogalom-térkép flipchart/poszter-sablon a három fő fogalom összekötésére: Johari – megfigyelés vs. címke – SBI; közös kitöltésre kérdésekkel-válaszokkal.,"A modul kulcsfogalmainak integrált, vizuális összekapcsolása a felzárkóztató peulán (M1.F cél 4).",,,,,,note: Fizikai print; jól olvasható betűméret.,vegyes,vegyes,"note: Nyomtatható nagy formátumú fogalom-térkép sablon vagy üres flipchart-váz, magyar címkékkel.",print-pdf,"M1-HUB-POSZ-02, M1-HUB-POSZ-02::PRINTPDF",,,R5,"R1, R5",,Részletek a M1.F peula-fájlban.,cc9e60b61d26f737c0d0a12338fa7830249569559f47bd92ca3dd4c7141c2d1f,asset: M1.F-POSZ-02
M1.1-DIA-01,M1,M1.1,online-lecke,02 Tervezet/Modulok/M1/Online leckék/M1.1 – Johari-ablak – vakfoltjaim felismerése.md,340,diagram,,legyártandó,produkciós szabályra vár,,Animált Johari-ablak diagram (4 mező felvillan),"Egyszerű animált 2×2-es Johari-diagram, kontrasztos színek, nagy felirat (409. sor). Oszlopok: én ismerem / én nem ismerem; sorok: mások ismerik / mások nem ismerik. Négy mező sorban felvillan a narrációval szinkronban (186. sor): Nyitott terület, Vakfolt, Rejtett terület, Ismeretlen terület. A mezőcímkék valódi, kijelölhető szövegként (NEM képbe égetve).",Az alapfogalom (Johari-ablak 4 mezője) szemléletes bemutatása.,,,,M1.1-DIA-01-ALT#1,"A Johari-ablak 2×2-es diagramja. Oszlopok: én ismerem / én nem ismerem; sorok: mások ismerik / mások nem ismerik. A négy mező: bal felül Nyitott terület (te is és mások is látják), jobb felül Vakfolt (mások látják, te nem), bal alul Rejtett terület (te látod, mások nem), jobb alul Ismeretlen terület (sem te, sem mások nem látják).","visual: informative; note: Kötelező alt-szöveg / szöveges ekvivalens: M1.1-DIA-01::ALTTEXT; ha videós formátum, felirat+leirat is (M1.1-NAR-03::CAPTIONS/LEI-03 a narrációhoz)",AI-generált,AI-generált,"note: Animált videó/animáció, magyar feliratok; mobilbarát; nagy betűk",alt-text,"M1.1-DIA-01, M1.1-DIA-01::ALTTEXT",,,R5,"R1, R5",,A meta (23. sor) 1× diagram-animációja ez. Narráció szinkronban: M1.1-NAR-03. Slide végén True/False (nem médiagyártandó).,f65a76932098c9aa92fefa1d17250f33c83f353aecb707eca6a5a5ce58b60212,asset: M1.1-DIA-01 | alt-text: M1.1-ALT-02
M1.1-IKO-01,M1,M1.1,online-lecke,02 Tervezet/Modulok/M1/Online leckék/M1.1 – Johari-ablak – vakfoltjaim felismerése.md,493,icon-set,,legyártandó,produkciós szabályra vár,,4 mező-ikon a példa-gridhez (dekoratív),"Négy kicsi, dekoratív ikon a 4 Johari-mezőhöz a példa-gridben (Nyitott / Rejtett / Vakfolt / Ismeretlen). Egyszerű, kontrasztos stílus.","Vizuális tagolás, a 4 mező megkülönböztetése.",,,,,,"visual: decorative; alt_note: a lecke akadálymentesítési jegyzete dekoratívként jelöli (üres / rejtett alt); note: Dekoratív → üres alt (alt="""") / rejtett a felolvasó elől; nem kell külön alt-szöveg (221., 404. sor)",AI-generált,AI-generált,"note: SVG/PNG ikonok, mobilbarát méret",,M1.1-IKO-01,,,R5,"R1, R5",,Az M1.1-ILL-02 gridben helyezkednek el.,3f2fb3f483b1850bd78d442868ed891cfae2fdea90864200ca55c94fbc23780b,asset: M1.1-IKO-01
M1.1-IKO-02,M1,M1.1,online-lecke,02 Tervezet/Modulok/M1/Online leckék/M1.1 – Johari-ablak – vakfoltjaim felismerése.md,665,icon-set,,legyártandó,produkciós szabályra vár,,Önreflexió-ikon (gondolkodó figura / napló),"Egy kis, minimalista ikon az önreflexió jelzésére – pl. gondolkodó figura vagy napló. Minimalista háttér.",Vizuálisan jelzi az önreflexiós/írásos aktivitást.,,,,,,"visual: informative; alt_note: a lecke előírja az alt-szöveget, de a végleges szöveget a legyártott vizuál alapján kell megírni; note: Dekoratív → üres alt elegendő; ha tartalmi jelzésnek szánják, rövid alt (pl. „önreflexió ikon”)",AI-generált,AI-generált,"note: SVG/PNG ikon, mobilbarát",alt-text,"M1.1-IKO-02, M1.1-IKO-02::ALTTEXT",,,R5,"R1, R5",,"A slide-on 3 nyitott kérdés + szövegmező (Moodle-oldali vagy H5P szabad szöveges mező, a runtime acceptance 6. pontja szerint – nem médiagyártandó).",9c9fc8da28f0822969e2123619c0e0b9ec8b5e94519b7fbf6263b6dbc95c48e0,asset: M1.1-IKO-02
M1.1-ILL-01,M1,M1.1,online-lecke,02 Tervezet/Modulok/M1/Online leckék/M1.1 – Johari-ablak – vakfoltjaim felismerése.md,206,illustration,,legyártandó,produkciós szabályra vár,,Üres 4 ablakos Johari-váz grafika (címke nélkül),"AI-generált 2×2-es rács négy üres mezővel, a Johari-ablak vázát idézi, még címke nélkül. Háttér finom, semleges. Mellette/alatta a safety-note szöveg (115. sor, ez tiszta UI-szöveg, nem médiagyártandó).","Vizuálisan előkészíti a Johari-sémát, a biztonságos érzelmi keret mellé.",,,,M1.1-ILL-01-ALT#1,"Egy 2×2-es rács négy üres mezővel, a Johari-ablak vázát idézi, a mezők még címke nélkül.",visual: informative; note: Kötelező alt-szöveg: lásd M1.1-ILL-01::ALTTEXT,AI-generált,AI-generált,"note: Állókép/PNG, mobilbarát arány; magyar kontextus",alt-text,"M1.1-ILL-01, M1.1-ILL-01::ALTTEXT",,,R5,"R1, R5",,Alul emoji-skála kérdés (nem médiagyártandó asset).,89729d07ed9e47dcbec8104aa9238d6a160abc27cded9ee5ec1a16b379bb570a,asset: M1.1-ILL-01 | alt-text: M1.1-ALT-01
